run_tag,timestamp,objective_value,multiplier_for_degreeDayFactor,multiplier_for_minSoilDepthFrac,multiplier_for_kSat,multiplier_for_storCap,multiplier_for_recessionCoeff,referenceEPotFactor,precipitationFactor,manningsN,floodplain_manningsN,nse_Chatly,kge_Chatly,obj_Chatly,nse_Garm,kge_Garm,obj_Garm,nse_Uch-Kurgan,kge_Uch-Kurgan,obj_Uch-Kurgan
5c1776c4,2026-03-18 17:20:09,1.8684002600101148,1.356563852259261,0.5848722183159183,2.889599441510261,3.8611509558550843,1.0683177203671423,0.786525721248949,1.0830766698594396,0.03468584130931318,0.06971625269623923,-0.8573234694641036,-2.1629249924174596,2.5101242309407814,-0.04279966346406736,0.10193324044128949,0.970433211511389,-0.7842899752880689,-1.4649966998682795,2.124643337578174
613cbc13,2026-03-18 17:20:09,1.7051784725117616,0.6341410504282132,0.5032249440784491,4.586508722930184,2.8947527255638517,0.8704831602974795,1.0938474974088475,0.8400673061052351,0.005377186601087543,0.047700325034836955,-0.8167270116136391,-1.6096492942763976,2.213188152945018,-0.06742270594803311,0.058347138870336934,1.004537783538848,-0.7178000730825871,-1.0778188890202505,1.8978094810514188
8ecada81,2026-03-18 17:20:09,0.8801245293424705,0.6496805942938269,1.611194302989294,3.0216588007799188,2.9081928233414844,0.8306504509658039,0.8562760792687762,0.5501345562094371,0.024839717926220927,0.06534793242815166,0.2090333101101268,0.4273445199103768,0.6818110849897482,-0.21585593233526068,-0.12068130497385798,1.1682686186545594,-0.03269501974460494,0.45210725097839766,0.7902938843831037
d34bb7d7,2026-03-18 17:56:53,1.0009168590908504,0.8137365682939803,0.5027749904010322,3.105287331234369,4.998604776537221,1.1264420200803995,0.8042939864733301,0.5624526349419501,0.01777311893983437,0.055521709170744074,0.2988999644255367,0.5510688188900761,0.5750156083421936,-0.3393669198825284,-0.3026159540550355,1.3209914369687819,-0.27919364527415025,0.0657065813509985,1.106743531961576
301b39d3,2026-03-18 17:56:53,0.8553325475166034,0.5341905475052307,0.5096831466562434,3.454269318866039,4.9945348116726835,1.885030259373521,0.7141309414198138,0.6932760564102356,0.026660447941983887,0.030458414131961247,0.6180426964073764,0.864388899814546,0.2587842018890388,-0.33132250850275413,-0.289656664130862,1.310489586316808,-0.2571547475015196,0.2637070388135926,0.9967238543439636
982b3006,2026-03-18 17:56:53,1.4385386688679451,0.6705766877599446,1.693583226964486,2.5688131373970786,2.4644198006409965,0.5051809482442634,0.5108005937920572,0.7738579394291162,0.050789945073393954,0.0816702105286291,-0.6534772479963782,-0.8849506268966119,1.769213937446495,-0.08036331225837036,0.0447745402414812,1.0177943860084446,-0.5362706743951505,-0.5209446919026408,1.5286076831488957
ef1ec695,2026-03-18 18:32:32,1.1860804919597925,0.5564950365583624,1.0865246598399745,2.0865353686234522,4.399655187320485,1.1567238942740703,0.5578703859235528,0.8827015763001752,0.029914271965805764,0.0499262089221007,-0.02948286952138778,0.19310410429431868,0.9181893826135346,-0.26191960019903066,-0.17948827881194185,1.2207039395054862,-0.5455929694670494,-0.29310333805366384,1.4193481537603567
1d884f67,2026-03-18 18:32:32,0.8666647665822679,1.5578983176395669,0.5378991423663162,4.15349141475204,3.689524009515179,0.9006047806816677,0.9774446785782013,0.5513861433634767,0.0398537013796663,0.03340889642260301,0.17554184267414702,0.42755570501027407,0.6984512261577894,-0.21272726789859026,-0.11990385380350843,1.1663155608510494,0.04215180479935884,0.48739316972471214,0.7352275127379645
e434cd52,2026-03-18 18:32:32,1.5423965733681797,2.0955562150451197,0.6370469361385452,3.289511619877966,3.5497768887498333,0.9767278794807052,1.0002742876960962,0.8319591210800169,0.011454119346006198,0.03394980198408349,-0.7699727879448511,-1.3044921107866112,2.0372324493657312,-0.04673800450121254,0.0939402134109778,0.9763988955451173,-0.6150049776739966,-0.6121117727133851,1.613558375193691
2883882c,2026-03-18 19:10:17,0.9047238697854393,1.1379316896411324,0.6125018847411191,3.7577818253598556,4.288135829972493,0.7435640024603525,0.559678836008923,0.5531249120931037,0.008748980840348747,0.023542724849460194,0.3520130717991431,0.7113417927947399,0.4683225677030585,-0.29193065929820683,-0.228663099378694,1.2602968793384504,-0.21696154385724617,0.24585721922762882,0.9855521623148087
8a4f4092,2026-03-18 19:10:17,0.8949787441171861,0.8424919983367677,1.1676255147864638,3.489461279313193,3.6856732611651077,2.2585531873903895,0.8357848282576831,0.5003907007272224,0.005120941507784877,0.09022306061006276,0.3253981202252815,0.7315067034547815,0.4715475881599685,-0.28632629951308713,-0.22003772070905492,1.2531820101110709,-0.19193628473017774,0.27152301656913935,0.9602066340805192
61c5fe4d,2026-03-18 19:10:17,0.8645732594449477,1.1728564155234737,1.6993624039843156,2.755890802047926,4.9510383696360005,1.1280676335674507,0.6733421072753727,0.649558933525971,0.05091324005180342,0.05735762625352404,0.5646038605051257,0.7611268049512715,0.3371346672718014,-0.3102612779034167,-0.25385283017943094,1.2820570540414238,-0.192101234836445,0.24304512079320906,0.9745280570216179
1a1cbcfa,2026-03-18 19:39:12,0.8932672963778732,0.855246403590209,1.9443545632601518,3.0327265245309096,4.88502005452189,1.0408928070601413,0.7795445051866543,0.7329847784563269,0.0756754217573999,0.06158468225285466,0.378905806312159,0.6244420497623955,0.49832607196272277,-0.3038343124316437,-0.2440657934884456,1.2739500529600447,-0.16953221739197274,0.3544806889702681,0.9075257642108523
0b358218,2026-03-18 19:39:12,1.1020755593371934,1.6764025310859376,2.7818990815835063,2.700379428587622,4.96011687935939,2.0494845002751156,0.8631430756212763,0.5018543966050861,0.044145439620267374,0.04844292808798945,0.06675728849736486,0.3364314755666402,0.7984056179679975,-0.324281164370045,-0.2747733917268522,1.2995272780484486,-0.3146844559788871,-0.1019031080113817,1.2082937819951343
69e30e03,2026-03-18 19:39:12,1.1782989039391456,2.689030209240425,0.6510117272399822,3.61264612800537,4.3040762719739805,1.4067429329462189,0.513599013025308,0.7895308086626751,0.06541075841820485,0.03563121369811835,-0.51978334538405,-0.5284356905361589,1.5241095179601045,-0.1143522955901276,0.016847053679825308,1.0487526209551512,-0.18847986093015096,0.2644107151257896,0.9620345729021806
