date,Q_model_raw_m3s,month,season,Q_model_biascorrected_m3s
2071-03-16,4313.9853515625,3,lente,3019.625041390946
2071-03-17,3808.343994140625,3,lente,2780.1676246563225
2071-03-18,3366.10009765625,3,lente,2643.449737565895
2071-03-19,2980.507080078125,3,lente,2488.2468248784235
2071-03-20,2645.558837890625,3,lente,2325.9084390204616
2071-03-21,2355.154541015625,3,lente,2180.586821837293
2071-03-22,2102.6083984375,3,lente,2069.2081407137666
2071-03-23,1884.4906005859373,3,lente,1982.1014891892498
2071-03-24,1695.600830078125,3,lente,1895.4365651602443
2071-03-25,1536.3590087890625,3,lente,1815.9972963250748
2071-03-26,1401.39501953125,3,lente,1758.7396334255684
2071-03-27,1293.5152587890625,3,lente,1709.4019969548826
2071-03-28,1215.6507568359375,3,lente,1654.7445057696211
2071-03-29,1167.0736083984375,3,lente,1610.2685801622397
2071-03-30,1135.994384765625,3,lente,1583.617646248184
2071-03-31,1111.98388671875,3,lente,1565.0552774529872
2071-04-01,1087.4022216796875,4,lente,1544.0774074181904
2071-04-02,1061.7376708984375,4,lente,1528.9742530851377
2071-04-03,1041.27734375,4,lente,1519.5538882124545
2071-04-04,1039.2640380859375,4,lente,1518.6269199475723
2071-04-05,1068.571533203125,4,lente,1532.120706997276
2071-04-06,1147.1614990234375,4,lente,1592.0370807817098
2071-04-07,1284.314453125,4,lente,1704.417361039415
2071-04-08,1466.784423828125,4,lente,1796.3160624406328
2071-04-09,1656.097900390625,4,lente,1865.9075761192787
2071-04-10,1807.867919921875,4,lente,1949.0150938438655
2071-04-11,1897.741943359375,4,lente,1988.009124043755
2071-04-12,1921.846435546875,4,lente,1998.303748540601
2071-04-13,1895.6331787109373,4,lente,1987.0690071250356
2071-04-14,1839.63720703125,4,lente,1962.6661870855667
2071-04-15,1779.8623046875,4,lente,1940.1458061263513
2071-04-16,1756.67529296875,4,lente,1932.6840324642467
2071-04-17,1799.5157470703125,4,lente,1945.9233145279777
2071-04-18,1964.2891845703125,4,lente,2006.7462304590292
2071-04-19,2276.8203125,4,lente,2145.416092032942
2071-04-20,2726.421875,4,lente,2374.1533116444325
2071-04-21,3271.71923828125,4,lente,2607.204844920548
2071-04-22,3809.576904296875,4,lente,2780.5363585915793
2071-04-23,4253.5947265625,4,lente,2988.1380334449364
2071-04-24,4571.814453125,4,lente,3157.8058871663366
2071-04-25,4782.32177734375,4,lente,3248.3915022434494
2071-04-26,4923.6474609375,4,lente,3314.053620502314
2071-04-27,5019.07958984375,4,lente,3331.4985828059075
2071-04-28,5078.74853515625,4,lente,3345.6150551868004
2071-04-29,5083.21630859375,4,lente,3347.648168869452
2071-04-30,5018.0068359375,4,lente,3331.309083495397
2071-05-01,4876.951171875,5,lente,3292.324622542616
2071-05-02,4668.4013671875,5,lente,3196.112545573682
2071-05-03,4409.7041015625,5,lente,3068.2050703972104
2071-05-04,4120.58154296875,5,lente,2939.778215001079
2071-05-05,3819.242431640625,5,lente,2783.4270866107513
2071-05-06,3519.50439453125,5,lente,2684.789108600248
2071-05-07,3230.88916015625,5,lente,2588.2983475315955
2071-05-08,2960.789794921875,5,lente,2483.2489377204947
2071-05-09,2708.79150390625,5,lente,2361.13222403419
2071-05-10,2479.89404296875,5,lente,2219.9913898795503
2071-05-11,2276.741943359375,5,lente,2145.378841108045
2071-05-12,2089.26904296875,5,lente,2065.003562523116
2071-05-13,1927.87451171875,5,lente,1999.5028208263254
2071-05-14,1782.5919189453125,5,lente,1940.9482288775687
2071-05-15,1650.590087890625,5,lente,1862.2340280764595
2071-05-16,1532.5926513671875,5,lente,1815.0115687774887
2071-05-17,1428.7611083984375,5,lente,1774.366126635482
2071-05-18,1332.884033203125,5,lente,1727.426107480721
2071-05-19,1244.2144775390625,5,lente,1677.9693555572028
2071-05-20,1161.1240234375,5,lente,1604.5371067702333
2071-05-21,1082.9383544921875,5,lente,1540.2679654799344
2071-05-22,1010.2128295898438,5,lente,1506.4603462195616
2071-05-23,943.1242065429688,5,lente,1478.6049212459868
2071-05-24,882.1669921875,5,lente,1455.4748525061195
2071-05-25,828.1259155273438,5,lente,1423.479163806566
2071-05-26,781.426513671875,5,lente,1399.0353941452333
2071-05-27,742.0580444335938,5,lente,1370.0725207231444
2071-05-28,710.68115234375,5,lente,1352.2526490653368
2071-05-29,687.8826904296875,5,lente,1331.9319372856814
2071-05-30,673.0669555664062,5,lente,1323.3147302016105
2071-05-31,667.6624145507812,5,lente,1321.143460179608
2071-06-01,673.756103515625,6,zomer,1113.2139871333466
2071-06-02,696.0745849609375,6,zomer,1126.1941391473506
2071-06-03,748.2505493164062,6,zomer,1152.3509555408593
2071-06-04,833.9920654296875,6,zomer,1236.8271892626638
2071-06-05,957.7734375,6,zomer,1318.550961043572
2071-06-06,1105.53076171875,6,zomer,1394.0646403514222
2071-06-07,1252.7454833984375,6,zomer,1455.8645336915692
2071-06-08,1373.912109375,6,zomer,1511.8309833072524
2071-06-09,1449.0013427734375,6,zomer,1555.4242964183236
2071-06-10,1476.1549072265625,6,zomer,1566.4558446640758
2071-06-11,1469.535400390625,6,zomer,1563.7665694070542
2071-06-12,1446.386962890625,6,zomer,1554.362164856931
2071-06-13,1424.72900390625,6,zomer,1545.2607086247674
2071-06-14,1424.1673583984375,6,zomer,1545.0209603863705
2071-06-15,1472.27685546875,6,zomer,1564.8803271978632
2071-06-16,1604.8193359375,6,zomer,1624.413743927071
2071-06-17,1845.989990234375,6,zomer,1710.8685782474938
2071-06-18,2176.426513671875,6,zomer,1848.3695556584569
2071-06-19,2527.7724609375,6,zomer,1988.0306972466678
2071-06-20,2823.484375,6,zomer,2120.0995748098635
2071-06-21,3013.225830078125,6,zomer,2198.8449230284227
2071-06-22,3087.11572265625,6,zomer,2225.521636608365
2071-06-23,3073.9951171875,6,zomer,2221.4962868507014
2071-06-24,3000.441162109375,6,zomer,2194.1469918866446
2071-06-25,2891.050048828125,6,zomer,2151.120417393493
2071-06-26,2770.632080078125,6,zomer,2089.190102340462
2071-06-27,2652.87548828125,6,zomer,2039.1486196405558
2071-06-28,2556.465576171875,6,zomer,1996.7717470549862
2071-06-29,2478.699462890625,6,zomer,1970.9289444912838
2071-06-30,2427.008056640625,6,zomer,1948.262234377526
2071-07-01,2409.508056640625,7,zomer,1942.3853104699847
2071-07-02,2414.787353515625,7,zomer,1944.1582262425386
2071-07-03,2429.219970703125,7,zomer,1949.0050486995451
2071-07-04,2439.92626953125,7,zomer,1953.5595365223735
2071-07-05,2434.93310546875,7,zomer,1951.1712857339273
2071-07-06,2411.436767578125,7,zomer,1943.0330183225178
2071-07-07,2368.098876953125,7,zomer,1927.2453412994782
2071-07-08,2319.387451171875,7,zomer,1908.6893482070932
2071-07-09,2277.25244140625,7,zomer,1895.1847499467665
2071-07-10,2257.620361328125,7,zomer,1887.4584581179104
2071-07-11,2280.715087890625,7,zomer,1896.3982398143446
2071-07-12,2350.9736328125,7,zomer,1919.17616888375
2071-07-13,2465.107421875,7,zomer,1965.446498418321
2071-07-14,2599.095947265625,7,zomer,2014.4309469281216
2071-07-15,2719.732177734375,7,zomer,2064.312529326627
2071-07-16,2797.9921875,7,zomer,2103.0868533688854
2071-07-17,2819.199951171875,7,zomer,2117.121838869183
2071-07-18,2782.925537109375,7,zomer,2095.4341974022127
2071-07-19,2698.26611328125,7,zomer,2054.4069592361425
2071-07-20,2577.5849609375,7,zomer,2003.4104025171712
2071-07-21,2433.97265625,7,zomer,1950.7118989452638
2071-07-22,2278.0908203125,7,zomer,1895.4785611436403
2071-07-23,2118.111572265625,7,zomer,1821.358137909575
2071-07-24,1960.0869140625,7,zomer,1759.2429813882002
2071-07-25,1807.416259765625,7,zomer,1698.0069190846207
2071-07-26,1662.396484375,7,zomer,1650.4562533911414
2071-07-27,1526.384521484375,7,zomer,1592.1554485103318
2071-07-28,1400.11865234375,7,zomer,1530.1654577132997
2071-07-29,1288.1717529296875,7,zomer,1467.7061068880096
2071-07-30,1184.5128173828125,7,zomer,1431.1590714855313
2071-07-31,1088.5042724609375,7,zomer,1386.9297014598576
2071-08-01,1000.9586791992188,8,zomer,1344.0161740084084
2071-08-02,921.364013671875,8,zomer,1299.998370545486
2071-08-03,849.20166015625,8,zomer,1259.3739414910901
2071-08-04,783.8939208984375,8,zomer,1167.8932164745163
2071-08-05,724.8256225585938,8,zomer,1141.8702447270985
2071-08-06,671.6453247070312,8,zomer,1111.1051689131577
2071-08-07,625.0228271484375,8,zomer,1066.59640328642
2071-08-08,581.577392578125,8,zomer,1031.8623801831804
2071-08-09,541.95947265625,8,zomer,1013.0402131849104
2071-08-10,505.58050537109375,8,zomer,1000.1569621176884
2071-08-11,472.7216491699219,8,zomer,988.5203235374015
2071-08-12,442.0968322753906,8,zomer,972.8985885184868
2071-08-13,413.9412841796875,8,zomer,946.8119552306213
2071-08-14,388.0908508300781,8,zomer,922.861053162173
2071-08-15,364.50201416015625,8,zomer,901.0055620240154
2071-08-16,343.0955810546875,8,zomer,892.0
2071-08-17,323.5581359863281,8,zomer,892.0
2071-08-18,305.89599609375,8,zomer,892.0
2071-08-19,292.0029296875,8,zomer,892.0
2071-08-20,279.0741271972656,8,zomer,892.0
2071-08-21,269.47808837890625,8,zomer,892.0
2071-08-22,259.8769226074219,8,zomer,892.0
2071-08-23,251.67724609375,8,zomer,892.0
2071-08-24,244.7757873535156,8,zomer,892.0
2071-08-25,239.11509704589844,8,zomer,892.0
2071-08-26,234.93411254882807,8,zomer,892.0
2071-08-27,232.24020385742188,8,zomer,892.0
2071-08-28,230.9126892089844,8,zomer,892.0
2071-08-29,230.94004821777344,8,zomer,892.0
2071-08-30,232.3621368408203,8,zomer,892.0
2071-08-31,235.8207550048828,8,zomer,892.0
2071-09-01,243.25909423828125,9,herfst,804.2153814097358
2071-09-02,250.9024810791016,9,herfst,806.7012825631489
2071-09-03,263.7772521972656,9,herfst,810.8886158800555
2071-09-04,284.1674194335937,9,herfst,817.5202232167885
2071-09-05,325.20269775390625,9,herfst,839.0364909810806
2071-09-06,378.6357116699219,9,herfst,868.8625356073967
2071-09-07,442.6614990234375,9,herfst,881.4887194194346
2071-09-08,503.8934326171875,9,herfst,893.4785936041936
2071-09-09,555.2968139648438,9,herfst,903.5439310655031
2071-09-10,596.0172729492188,9,herfst,909.442852166523
2071-09-11,634.0476684570312,9,herfst,914.5192134270194
2071-09-12,669.7427978515625,9,herfst,919.2838594325962
2071-09-13,708.8189697265625,9,herfst,924.9464923067085
2071-09-14,751.8524780273438,9,herfst,932.9417583085518
2071-09-15,797.3634033203125,9,herfst,941.397307671714
2071-09-16,842.2093505859375,9,herfst,949.6782271419426
2071-09-17,882.9324951171875,9,herfst,956.9738425801269
2071-09-18,917.8306884765624,9,herfst,963.2259088477998
2071-09-19,944.1381225585938,9,herfst,967.9389270696761
2071-09-20,964.0541381835938,9,herfst,973.7997730574335
2071-09-21,974.188232421875,9,herfst,976.9053306236149
2071-09-22,978.9527587890624,9,herfst,978.3654029853851
2071-09-23,975.916015625,9,herfst,977.4348037144529
2071-09-24,971.0255126953124,9,herfst,975.9361262778101
2071-09-25,962.9533081054688,9,herfst,973.4624275485189
2071-09-26,952.5684814453124,9,herfst,970.2800339127756
2071-09-27,940.9594116210938,9,herfst,967.369456002152
2071-09-28,928.0467529296876,9,herfst,965.0561328739556
2071-09-29,912.6703491210938,9,herfst,962.3014259302506
2071-09-30,895.6594848632812,9,herfst,959.2539028245405
2071-10-01,881.2113647460938,10,herfst,956.6654993652053
2071-10-02,872.3603515625,10,herfst,955.0798264224824
2071-10-03,880.9136352539062,10,herfst,956.6121606580743
2071-10-04,922.5382080078124,10,herfst,964.0692683811332
2071-10-05,1011.9971313476562,10,herfst,988.3184788794692
2071-10-06,1157.34033203125,10,herfst,1036.7274822071395
2071-10-07,1343.6348876953125,10,herfst,1102.9784169774452
2071-10-08,1537.74365234375,10,herfst,1164.929536476102
2071-10-09,1702.50244140625,10,herfst,1219.2323624039616
2071-10-10,1817.7239990234373,10,herfst,1253.2960174237078
2071-10-11,1883.7171630859373,10,herfst,1293.6936478662692
2071-10-12,1912.9881591796875,10,herfst,1298.5286362258207
2071-10-13,1920.8092041015625,10,herfst,1299.8205178220494
2071-10-14,1918.3525390625,10,herfst,1299.4147254523896
2071-10-15,1910.251220703125,10,herfst,1298.0765482397267
2071-10-16,1895.510498046875,10,herfst,1295.641673040192
2071-10-17,1870.2584228515625,10,herfst,1284.5280390950495
2071-10-18,1833.2801513671875,10,herfst,1259.4407219653267
2071-10-19,1778.8870849609375,10,herfst,1244.7185477450369
2071-10-20,1709.055908203125,10,herfst,1220.9132819219813
2071-10-21,1626.7242431640625,10,herfst,1197.616040106043
2071-10-22,1536.15087890625,10,herfst,1164.301688472291
2071-10-23,1441.3255615234375,10,herfst,1129.8269432643826
2071-10-24,1345.7371826171875,10,herfst,1103.3624207114963
2071-10-25,1252.1080322265625,10,herfst,1073.6875368216306
2071-10-26,1162.9593505859375,10,herfst,1038.760381579235
2071-10-27,1079.735107421875,10,herfst,1009.4447781059463
2071-10-28,1002.3349609375,10,herfst,985.5143383096529
2071-10-29,951.9060668945312,10,herfst,970.0770393015398
2071-10-30,914.3405151367188,10,herfst,962.6006388006755
2071-10-31,902.4402465820312,10,herfst,960.4686869589042
2071-11-01,929.951904296875,11,herfst,965.3974437399635
2071-11-02,1011.2369384765624,11,herfst,988.0978568473346
2071-11-03,1146.6290283203125,11,herfst,1032.8522498375783
2071-11-04,1330.199951171875,11,herfst,1100.5244007792155
2071-11-05,1552.279541015625,11,herfst,1171.6486334131407
2071-11-06,1812.271728515625,11,herfst,1252.0796795942742
2071-11-07,2129.3095703125,11,herfst,1379.3987737806256
2071-11-08,2523.04248046875,11,herfst,1511.057823535371
2071-11-09,2976.267578125,11,herfst,1668.7850472215882
2071-11-10,3418.49658203125,11,herfst,1809.6172863430004
2071-11-11,3762.534912109375,11,herfst,1890.517837242801
2071-11-12,3982.417236328125,11,herfst,1933.651377165594
2071-11-13,4060.963134765625,11,herfst,1948.8513972884368
2071-11-14,4040.13427734375,11,herfst,1944.2374940470106
2071-11-15,3955.493408203125,11,herfst,1928.9076386700258
2071-11-16,3843.350341796875,11,herfst,1910.2457345749713
2071-11-17,3721.088623046875,11,herfst,1880.381084129428
2071-11-18,3698.18310546875,11,herfst,1876.0241601791672
2071-11-19,3796.1474609375,11,herfst,1899.3510446209968
2071-11-20,4006.485107421875,11,herfst,1937.8919214924904
2071-11-21,4314.20263671875,11,herfst,2012.3010147222767
2071-11-22,4696.8603515625,11,herfst,2110.8490152617633
2071-11-23,5166.79345703125,11,herfst,2214.409586225263
2071-11-24,5718.13037109375,11,herfst,2336.532078068773
2071-11-25,6289.60205078125,11,herfst,2494.922801875227
2071-11-26,6807.77734375,11,herfst,2720.195876053413
2071-11-27,7211.59912109375,11,herfst,2863.0889995427515
2071-11-28,7468.0146484375,11,herfst,2937.792543351506
2071-11-29,7560.53125,11,herfst,2964.1252787325566
2071-11-30,7500.4404296875,11,herfst,2947.0218006173304
2071-12-01,7295.0302734375,12,winter,4013.9256570184616
2071-12-02,6973.36669921875,12,winter,3831.1687856540198
2071-12-03,6565.88818359375,12,winter,3716.29612716938
2071-12-04,6104.28759765625,12,winter,3512.3076884586176
2071-12-05,5628.22119140625,12,winter,3275.776781231751
2071-12-06,5161.30419921875,12,winter,3085.619844532403
2071-12-07,4717.69091796875,12,winter,2892.005696355004
2071-12-08,4303.81640625,12,winter,2660.840771426684
2071-12-09,3922.818603515625,12,winter,2478.813080798779
2071-12-10,3575.9013671875,12,winter,2319.658091008565
2071-12-11,3296.06884765625,12,winter,2191.667166065218
2071-12-12,3077.993408203125,12,winter,2109.3534294137376
2071-12-13,3016.253662109375,12,winter,2077.284148654553
2071-12-14,3131.99365234375,12,winter,2131.210827636589
2071-12-15,3389.841064453125,12,winter,2232.8382016356545
2071-12-16,3714.668701171875,12,winter,2386.9932769783604
2071-12-17,4027.63037109375,12,winter,2536.295478131884
2071-12-18,4282.73583984375,12,winter,2649.799642384023
2071-12-19,4467.0732421875,12,winter,2738.452072320024
2071-12-20,4584.87158203125,12,winter,2791.6219925048063
2071-12-21,4678.216796875,12,winter,2870.074856005805
2071-12-22,4742.1396484375,12,winter,2904.594672949989
2071-12-23,4789.24462890625,12,winter,2929.74549643013
2071-12-24,4812.8759765625,12,winter,2942.7566688084794
2071-12-25,4799.52294921875,12,winter,2935.4046318840683
2071-12-26,4753.6748046875,12,winter,2910.5342783718884
2071-12-27,4745.65576171875,12,winter,2906.4051664584167
2071-12-28,4819.5859375,12,winter,2946.4511029846326
2071-12-29,4978.099609375,12,winter,3009.254791187805
2071-12-30,5429.7353515625,12,winter,3203.262186383237
2071-12-31,6037.68798828125,12,winter,3476.847404796621
2072-01-01,6660.81494140625,1,winter,3749.082406156521
2072-01-02,7171.5283203125,1,winter,3919.2936699371116
2072-01-03,7769.9638671875,1,winter,4208.940616886946
2072-01-04,8614.8994140625,1,winter,4529.569484666774
2072-01-05,9673.576171875,1,winter,5133.005160172724
2072-01-06,10680.09765625,1,winter,5668.268007313443
2072-01-07,11247.271484375,1,winter,6037.384270691806
2072-01-08,11273.53125,1,winter,6054.778284702226
2072-01-09,10962.228515625,1,winter,5848.576744272406
2072-01-10,10511.52734375,1,winter,5565.7055596748005
2072-01-11,10209.2626953125,1,winter,5387.1656194853285
2072-01-12,10152.001953125,1,winter,5357.789314184954
2072-01-13,10186.6025390625,1,winter,5375.540348091282
2072-01-14,10082.392578125,1,winter,5322.07782715825
2072-01-15,9708.833984375,1,winter,5148.353781030786
2072-01-16,9085.6171875,1,winter,4826.203355963048
2072-01-17,8316.5283203125,1,winter,4428.767976794236
2072-01-18,7509.79345703125,1,winter,4115.340806064151
2072-01-19,6739.48046875,1,winter,3776.2446660251103
2072-01-20,6051.5791015625,1,winter,3484.9311283948164
2072-01-21,5448.65283203125,1,winter,3210.32894530009
2072-01-22,4937.34130859375,1,winter,2993.040413496363
2072-01-23,4502.9296875,1,winter,2754.098102681492
2072-01-24,4129.83154296875,1,winter,2571.464677858074
2072-01-25,3799.75732421875,1,winter,2434.9356976770773
2072-01-26,3498.212158203125,1,winter,2280.7342158773026
2072-01-27,3216.606689453125,1,winter,2162.5835664072106
2072-01-28,2951.314453125,1,winter,2054.305906360028
2072-01-29,2701.629638671875,1,winter,1953.7640523036252
2072-01-30,2468.1806640625,1,winter,1828.555990049387
2072-01-31,2251.821533203125,1,winter,1731.1029809297588
2072-02-01,2052.962890625,2,winter,1657.64612424687
2072-02-02,1871.4697265625,2,winter,1584.824306998318
2072-02-03,1706.728515625,2,winter,1524.526139832773
2072-02-04,1557.7830810546875,2,winter,1478.205312793399
2072-02-05,1423.4700927734375,2,winter,1426.0627024845514
2072-02-06,1302.7845458984375,2,winter,1369.46519948057
2072-02-07,1194.127197265625,2,winter,1321.7184083764025
2072-02-08,1096.6717529296875,2,winter,1286.7825750056463
2072-02-09,1009.1047973632812,2,winter,1261.3153680764044
2072-02-10,930.1492309570312,2,winter,1225.2397211040186
2072-02-11,858.9471435546875,2,winter,1168.0566527580231
2072-02-12,795.4827270507812,2,winter,1141.9377634668845
2072-02-13,739.5130615234375,2,winter,1125.2955035586515
2072-02-14,692.3997802734375,2,winter,1106.983708144874
2072-02-15,656.556396484375,2,winter,1091.7697991543887
2072-02-16,652.3275146484375,2,winter,1089.7705330591245
2072-02-17,695.4815673828125,2,winter,1108.181524419997
2072-02-18,830.5385131835938,2,winter,1154.3272239745722
2072-02-19,1079.8563232421875,2,winter,1282.1692801730744
2072-02-20,1414.473388671875,2,winter,1421.22306763396
2072-02-21,1762.5054931640625,2,winter,1540.6164317458918
2072-02-22,2057.0390625,2,winter,1658.7212216632565
2072-02-23,2267.876220703125,2,winter,1735.4621466129026
2072-02-24,2405.80859375,2,winter,1795.7558319934408
2072-02-25,2486.36279296875,2,winter,1838.6837031860537
2072-02-26,2525.2490234375,2,winter,1863.425263137215
2072-02-27,2526.989990234375,2,winter,1864.5329620285354
2072-02-28,2492.407958984375,2,winter,1842.5299705045202
2072-02-29,2426.902587890625,2,winter,1806.6951891931483
2072-03-01,2331.758056640625,3,lente,2174.068960991538
2072-03-02,2217.185302734375,3,lente,2116.50240255768
2072-03-03,2086.2158203125,3,lente,2064.0411836869166
2072-03-04,1948.36083984375,3,lente,2003.5778503366616
2072-03-05,1812.693603515625,3,lente,1951.088664348184
2072-03-06,1681.082275390625,3,lente,1884.4937673632296
2072-03-07,1557.23046875,3,lente,1821.4597553371557
2072-03-08,1442.6680908203125,3,lente,1782.8160060959917
2072-03-09,1338.159912109375,3,lente,1729.3909187206414
2072-03-10,1243.707275390625,3,lente,1677.5605978847323
2072-03-11,1159.58642578125,3,lente,1603.0558773883067
2072-03-12,1085.1549072265625,3,lente,1542.1595605005768
2072-03-13,1020.7160034179688,3,lente,1510.6528462506444
2072-03-14,966.7686157226562,3,lente,1488.7521520798048
2072-03-15,923.8572998046876,3,lente,1471.5221651973645
2072-03-16,890.024658203125,3,lente,1459.5257948945891
2072-03-17,865.8432006835938,3,lente,1445.40664224051
2072-03-18,851.5714721679688,3,lente,1436.6041061682613
2072-03-19,854.7937622070312,3,lente,1438.5915545893156
2072-03-20,882.9110107421875,3,lente,1455.9337492794773
2072-03-21,996.5421752929688,3,lente,1501.0034986511537
2072-03-22,1288.8460693359375,3,lente,1707.1194738004285
2072-03-23,1815.1832275390625,3,lente,1952.158442513609
2072-03-24,2490.48583984375,3,lente,2225.301727539138
2072-03-25,3128.930419921875,3,lente,2550.6061195150037
2072-03-26,3591.955322265625,3,lente,2711.5689618283404
2072-03-27,3862.58056640625,3,lente,2796.3884860264443
2072-03-28,4004.38232421875,3,lente,2887.467697838697
2072-03-29,4087.541015625,3,lente,2927.437537116481
2072-03-30,4146.0361328125,3,lente,2949.1127328454254
2072-03-31,4174.38623046875,3,lente,2958.9533188888986
2072-04-01,4150.24755859375,4,lente,2950.5745584189594
2072-04-02,4056.605224609375,4,lente,2915.882980857218
2072-04-03,3895.15625,4,lente,2819.9409166085443
2072-04-04,3679.7099609375,4,lente,2741.5110310631485
2072-04-05,3430.942626953125,4,lente,2658.7385591581588
2072-04-06,3168.81201171875,4,lente,2560.6254747158882
2072-04-07,2916.763427734375,4,lente,2469.1256454066897
2072-04-08,2671.677490234375,4,lente,2339.458254741661
2072-04-09,2443.769775390625,4,lente,2207.6269312927616
2072-04-10,2238.015869140625,4,lente,2126.9713139772443
2072-04-11,2057.6982421875,4,lente,2049.907014263945
2072-04-12,1905.346923828125,4,lente,1991.3995312238542
2072-04-13,1783.0313720703125,4,lente,1941.0774145984392
2072-04-14,1691.3956298828125,4,lente,1892.2670585238234
2072-04-15,1628.0914306640625,4,lente,1847.2280891087303
2072-04-16,1588.3447265625,4,lente,1830.6988381985761
2072-04-17,1563.6103515625,4,lente,1823.1294923095759
2072-04-18,1543.8892822265625,4,lente,1817.9681124576832
2072-04-19,1517.9071044921875,4,lente,1811.0917218898019
2072-04-20,1480.634521484375,4,lente,1800.319067049316
2072-04-21,1429.8699951171875,4,lente,1775.0398859618806
2072-04-22,1372.3052978515625,4,lente,1742.6360066474952
2072-04-23,1311.638427734375,4,lente,1718.261468853603
2072-04-24,1247.3314208984375,4,lente,1680.481321479914
2072-04-25,1185.7841796875,4,lente,1628.293222586306
2072-04-26,1126.724853515625,4,lente,1576.628892509836
2072-04-27,1069.916259765625,4,lente,1532.739847384467
2072-04-28,1014.421630859375,4,lente,1508.140352638772
