date,Q_grdc_m3s,Q_model_raw_m3s,Q_model_annual_fdc_m3s,Q_model_two_season_fdc_m3s,Q_model_four_season_fdc_m3s,month,two_season,four_season
1987-02-27,1893.0,3433.404541015625,2239.7128196877534,2563.383537368414,2257.385619789381,2,jan_jun,winter
1987-02-28,1895.0,3538.357177734375,2280.06639714034,2609.271249469077,2297.6776129396276,2,jan_jun,winter
1987-03-01,2129.0,3733.625244140625,2365.3256769455575,2698.907931972339,2758.7542066422966,3,jan_jun,lente
1987-03-02,3504.0,4257.9638671875,2587.2782992808297,2932.355425408738,2990.41605533288,3,jan_jun,lente
1987-03-03,4811.0,5152.20263671875,2978.257939667281,3302.0830772485942,3379.0412217153275,3,jan_jun,lente
1987-03-04,5992.0,6345.4970703125,3530.596566290082,3858.1594039005695,4019.096654500414,3,jan_jun,lente
1987-03-05,6838.0,7580.28564453125,4147.401750092704,4510.233729464073,4799.55321192798,3,jan_jun,lente
1987-03-06,7034.0,8564.630859375,4625.289840035051,5178.974892559271,5622.680835778311,3,jan_jun,lente
1987-03-07,6592.0,9116.2607421875,4992.523608946736,5503.853275832341,5968.1728379239585,3,jan_jun,lente
1987-03-08,5818.0,9205.880859375,5057.518026501223,5555.1201414865955,6020.156931504837,3,jan_jun,lente
1987-03-09,5023.0,8909.3896484375,4842.496286186035,5387.974863402008,5848.177387860223,3,jan_jun,lente
1987-03-10,4249.0,8344.5888671875,4498.60722264478,5010.055045892336,5475.319455768108,3,jan_jun,lente
1987-03-11,3707.0,7627.982421875,4167.853696571569,4547.869439468605,4842.203345567947,3,jan_jun,lente
1987-03-12,3316.0,6853.58154296875,3749.4932803837546,4053.7368406029113,4235.4810205270705,3,jan_jun,lente
1987-03-13,3011.0,6086.87890625,3406.274746048331,3755.225629016395,3908.0822978596707,3,jan_jun,lente
1987-03-14,2789.0,5367.30517578125,3062.26224099717,3374.793266552874,3476.2105102571595,3,jan_jun,lente
