run_tag,timestamp,objective_value,referenceEPotFactor,precipitationFactor,temperatureFactor,temperatureConstant,maximize_irrigation_threshold,manningsN,multiplier_for_storCap,multiplier_for_recessionCoeff,multiplier_for_kSat,nse_Chatly,kge_Chatly,obj_Chatly,nse_Garm,kge_Garm,obj_Garm,nse_Uch-Kurgan,kge_Uch-Kurgan,obj_Uch-Kurgan
b9c7dd81,2026-03-19 00:14:19,1.7930784889474285,1.1213566085274795,0.7932093253221518,1.172875494953917,-273.1009733169011,0.49031592599341867,0.06269343392176063,2.9730093267828157,1.5855861415145922,1.2637853696200052,-0.49030204995289867,-0.47989011651881497,1.4850960832358568,-0.824676260282678,-1.7224067177733509,2.2735414890280143,-0.4711158120584941,-0.7700799770983329,1.6205978945784136
d266f3dd,2026-03-19 00:14:19,1.6170482704942948,1.3610838956025375,1.0744175109625438,1.0126868604823738,-275.04863563728094,0.44134369706429355,0.09365542013268031,3.1565808703636797,1.493905291899888,1.8860156708663174,-0.7943726600884476,-1.5608351089365704,2.177603884512509,-0.02293770482802815,0.12142886583661183,0.9507544194957082,-0.6451302012554714,-0.8004428136938617,1.7227865074746664
9ac2141a,2026-03-19 00:49:33,1.567378883187778,1.6014350071524732,1.0718605268335861,0.9328256957675287,-276.1689193576357,0.4650613854712181,0.07563579615160085,3.543410767882139,0.874870055571233,1.8656411097310555,-0.4241312547518881,-0.5061946429127122,1.4651629488323001,-0.40450484892416105,-0.9102668740854154,1.657385861504788,-0.4752995115371935,-0.6838761669152975,1.5795878392262455
d47a8285,2026-03-19 00:49:33,nan,1.3059134033832454,1.2144721770328095,0.9257436941462927,-277.11783951015866,0.4686728972656576,0.07665733181425187,4.061820743543642,1.7179142487866725,1.0796361073704968,-0.4284569316745674,-0.8917193227939963,1.6600881272342818,-0.404522252907729,nan,nan,-0.47525825604598587,-0.681436401188295,1.5783473286171406
ab1ec4a9,2026-03-19 00:49:33,0.9765429700166038,1.4508787479282381,1.2173126644463292,0.977400312862556,-275.0052448719772,0.48866270781213667,0.08195430992586566,4.997758127332037,2.000192942646752,0.6603587002284304,0.3983778926842622,0.6483619619411278,0.47663007268730495,-0.3869842322217768,-0.415832598451233,1.401408415336505,-0.26976147155583396,0.16658062750383051,1.0515904220260017
5135ef2d,2026-03-19 01:24:30,1.212191041251466,1.5119409011774345,1.1758796620169252,1.0474047483252278,-276.4467376657269,0.43020856940375574,0.08340951711553882,4.564658129431712,1.3097819216036735,0.5069406624622335,-0.6378684266124044,-0.6394801619380595,1.638674294275232,0.03663953628003914,0.2505744774754989,0.8563929931222309,-0.373922099689341,0.0909104269754708,1.1415058363569353
d51c2a93,2026-03-19 01:24:30,1.6799072574998375,1.6056090008227253,1.063961860788706,0.9066502629402787,-276.91740697506793,0.5002302554977939,0.09553500671085458,3.909780096596717,0.9069984215600144,1.3268229442243191,-0.4546014201465767,-1.1633348061043307,1.8089681131254536,-0.4044987489759385,-0.9113609641062246,1.6579298565410814,-0.47533408747679673,-0.6703135181891589,1.5728238028329777
46769215,2026-03-19 01:24:30,1.9213024773387721,1.975105333360737,1.497940300361527,1.0163600878610919,-276.45161454756715,0.45968372952895376,0.08848004030691128,4.865772564423359,2.729303606415997,0.5729063073401168,-0.8442003643154731,-1.9836996721499016,2.413950018232687,-0.03545951367768031,0.12895970212279673,0.9532499057774417,-0.8416132884634046,-1.951801727548971,2.3967075080061875
65331144,2026-03-19 01:58:18,nan,0.7980707942702976,1.1976627727290285,0.866160048256846,-275.1161894254191,0.47942983128005384,0.0859032500576819,4.877204661491178,3.171041042164796,1.17366253723007,-0.47443174809721844,-0.8167530679940351,1.6455924080456268,-0.404522252907729,nan,nan,-0.4753376316955556,-0.6824337972830605,1.578885714489308
9d9e9a84,2026-03-19 01:58:18,nan,1.997571584113534,1.1461016106670945,0.8988161631571355,-273.23254777550915,0.4142306479307071,0.07151752824914938,3.867711141834046,2.271221072597488,1.012145805835699,-0.46535926518943416,-0.8698698423060569,1.6676145537477456,-0.404522252907729,nan,nan,-0.4753134081650903,-0.8099839849304229,1.6426486965477567
59e2d447,2026-03-19 01:58:18,1.580759874048521,1.7374546994136264,1.4092096188171377,0.891933436801525,-275.4282374374068,0.4269315227357096,0.09040059522383807,3.3842847129859956,1.723819392722384,1.0170815567105151,-0.4296428417298561,-0.903853947500487,1.6667483946151715,-0.404522252891337,-0.7549086650253036,1.5797154589583204,-0.4751820308894866,-0.5164495062546541,1.4958157685720703
af82cbc6,2026-03-19 02:32:03,1.4264967349465056,1.9165925310757608,1.4494478267805362,1.0698566762516093,-276.0245641600687,0.45771528849411897,0.09366278372672361,4.528884564081198,1.1894048906739259,2.4182154661354067,-0.863526322043978,-1.7898852368088511,2.3267057794264145,0.16048097975351683,0.4802883734354674,0.6796153234055079,-0.4672311145850368,-0.07910708943015132,1.2731691020075941
15e781f4,2026-03-19 02:32:03,1.660234154239901,1.4328906744768874,1.178186355263258,0.8013848271809314,-273.21058727093094,0.40201852877256916,0.026340644073031858,4.999132365550817,0.632006315701323,0.5672498508999129,-0.4556707244066817,-0.9629996351739303,1.709335179790306,-0.40444131760040763,-0.9598623010029304,1.682151809301669,-0.4752399593671503,-0.7031909878883069,1.5892154736277286
97babc7c,2026-03-19 02:32:03,1.0594360288429288,1.63678478048965,1.3013654147369882,0.9881588241786436,-275.9989305731441,0.440452236236947,0.0648776978814259,4.927495716655571,1.8014559547625726,1.9659182186968192,0.2558371079577655,0.46882750602466783,0.6376676930087833,-0.3642831180420458,-0.34639854433538253,1.3553408311887143,-0.4184872653815647,0.04788814071898684,1.185299562331289
e8bd73a9,2026-03-19 03:09:37,1.2912998600616643,1.9732811669421615,1.2504907717287241,0.9927563320797952,-276.7067850753474,0.48092323377137525,0.08367370126088426,3.674760179098045,1.9167109382892102,0.9518782194303281,-0.22857302774127228,0.03786589692878073,1.0953535654062458,-0.3416439076143716,-0.30631140274054847,1.32397765517746,-0.5511228469284848,-0.35801387227409,1.4545683596012875
e44355fd,2026-03-19 03:09:37,1.571017788028765,1.7446411330853921,1.4925298115277732,0.8330158889799498,-273.8043914485768,0.4521398419641648,0.07007339197846282,4.875755940972294,1.5626103528512987,0.7949357578106812,-0.41980323971469297,-0.8701765055700059,1.6449898726423493,-0.40452221699089286,-0.8029369477749644,1.6037295823829285,-0.4750115482095487,-0.4536562699124851,1.464333909061017
1cf68684,2026-03-19 03:09:37,1.2610613894784246,1.5192583992552344,0.9236435048816278,0.977210168640126,-276.4527561347223,0.4014666456645501,0.06863712789905993,4.999999233231968,1.0685842364046962,0.570113905568513,-0.11229080876280756,0.10595368923530712,1.0031685597637503,-0.3995441203922875,-0.4456964622880992,1.4226202913401933,-0.39867577201402216,-0.3161148626486392,1.3573953173313307
eee5120c,2026-03-19 03:48:38,nan,1.2758384804756353,1.0521377412463364,0.9423146996999741,-276.2038412148448,0.44102961201001545,0.06646397208591756,4.729334984042008,2.8696930712191917,0.7837379610661761,-0.43122105879422123,-0.38551949481699244,1.408370276805607,-0.404522252907729,nan,nan,-0.47533029529329984,-0.7537165336926306,1.6145234144929652
d7f27c9c,2026-03-19 03:48:38,1.5970024014249595,1.9943811338561228,1.223022087657709,0.8782389191443665,-276.6739437414249,0.4515435395416762,0.03200549963899588,4.987941301178937,1.6114049739865157,1.0027476972892901,-0.42755685479010785,-0.9089055677777762,1.668231211283942,-0.4045222266041712,-0.8051476274105465,1.6048349270073587,-0.4750085286092307,-0.5608736033579256,1.5179410659835781
e3977313,2026-03-19 03:48:38,1.478235345070325,0.5210259473059309,0.9155412767339991,0.9498903417664163,-276.5635292214223,0.43505008459300465,0.06940509786220361,4.8685943499395155,1.1417337009644128,0.675739472117633,-0.3796397306893974,-0.30093260240560205,1.3402861665474997,-0.4041480963479938,-0.6110807259682842,1.5076144111581389,-0.475338235430193,-0.6982726795804792,1.586805457505336
62ef1f1a,2026-03-19 04:28:29,1.1902655267736888,1.7276132914038604,1.1569850478507493,0.9894959134648443,-275.32093947865786,0.49494434718833547,0.052520216092172695,3.8528013480886796,2.1070082688626295,1.227020254960995,-0.014711009514261887,0.23205078085539288,0.8913301143294345,-0.34674975670265035,-0.31390842767279814,1.3303290921877242,-0.4917888361078935,-0.20648591149992135,1.3491373738039074
38bc6d67,2026-03-19 04:28:29,nan,1.671236879872151,1.2292892065894052,0.914606118521208,-277.108472548344,0.4536452072370645,0.05103938755130804,4.909625994708232,1.8549606998729051,2.1202593061057753,-0.4413390096059981,-0.9133741269681193,1.6773565682870588,-0.404522252907729,nan,nan,-0.4752004535078112,-0.6460061183946795,1.5606032859512453
fe0c6374,2026-03-19 04:28:29,0.9707458736835077,1.2330978039207179,0.9719642818807214,1.02717365577965,-275.8361150253167,0.40479004191405865,0.09237503535258183,4.968047731214627,0.551882210172807,1.5874043892155296,-0.05851755156997273,0.15675614791649162,0.9508807018267406,-0.15175091527212753,-0.013744309410723465,1.0827476123414255,-0.13753675004237365,0.38031813627765954,0.878609306882357
5dc93d30,2026-03-19 05:04:21,1.6366919146272574,1.4639899543023507,0.8981314437802613,1.166211761962937,-275.89215357045583,0.4275961425219471,0.08636608616752714,4.930311214032107,0.5674204933169715,0.7474786932332014,-0.4685080095851986,-0.5819069242112427,1.5252074668982205,-0.7161713816461996,-0.8680198234798873,1.7920956025630435,-0.4673657947705517,-0.7181795540704647,1.5927726744205082
f6cdb438,2026-03-19 05:04:21,1.2392163180267952,1.2159886398279418,0.7169672389497063,1.1000205945318289,-276.9370645508487,0.41527743501123904,0.03341014542073324,4.99611431561859,0.5083884647443623,2.444771576303041,-0.5288345285527641,-0.46854369857549094,1.4986891135641276,0.10093337674815958,0.2870530949321557,0.8060067641598423,-0.4247887847106611,-0.40111736800217157,1.4129530763564162
6b093b67,2026-03-19 05:04:21,1.1308621549996525,1.0967298427330905,1.0383203300564656,1.081155360503514,-275.72606644624955,0.4115486626090719,0.07164617470516758,4.867775678519699,0.7411369962219628,1.712364241636297,-0.6385866938513803,-0.35646950372177066,1.4975280987865756,0.1147223266140271,0.3034849507571733,0.7908963613143998,-0.2623750654817523,0.054051055685788385,1.1041620048979819
d2aefb9f,2026-03-19 05:39:49,1.3523112246429712,1.2691963448539865,1.045412409790292,1.030416862349041,-277.1470055657259,0.4076675357418792,0.08160229131679803,3.557113051877163,2.324874833003436,0.9115541514939007,-0.6423198414533592,-0.8525517660916035,1.7474358037724813,-0.006749772721290304,0.15627861266163612,0.9252355800298271,-0.478437351019691,-0.29008722923351926,1.384262290126605
a25ac421,2026-03-19 05:39:49,1.264766602453954,1.1659000398344195,0.9208330162958837,0.976053606944749,-277.1325823162568,0.4007113254081921,0.07953990234561961,4.480568505275946,1.4072265630915832,0.6133302298423058,-0.07358908179535512,0.1415038022495163,0.9660426397729194,-0.4012321301126344,-0.5051207253483259,1.4531764277304802,-0.4069963261335881,-0.3431651535833362,1.3750807398584621
762cc1ac,2026-03-19 05:39:49,1.6876848283718935,0.9886113275086765,1.2919701517255167,1.024047751743954,-276.579442218055,0.46714855319832205,0.07643360027872542,4.507809963487332,1.8926144843313246,1.9359291267456864,-0.8124279432651983,-1.7030823616398978,2.257755152452548,0.013236040395879585,0.18021194854174327,0.9032760055311886,-0.7248003240040201,-1.0792463302598665,1.9020233271319433
ff47dc59,2026-03-19 06:15:57,0.8337487751281222,1.124972809456148,0.7941849923689637,1.039266179516701,-276.965408426915,0.41593373916463827,0.08929287105652811,4.5774287496457,1.7144264962488627,2.347293514911307,0.42013416666437065,0.700625115517552,0.43962035890903867,-0.17174572525442125,-0.043912233761233876,1.1078289795078275,-0.1445713932260691,0.23697741929106841,0.9537969869675003
2d16225d,2026-03-19 06:15:57,1.2099662851725483,1.304774517078568,1.0460397078295935,1.0470204937423888,-277.0131857681138,0.40273332930065403,0.054287785892370474,3.938093948849009,1.6992796847512894,1.5745472397932334,-0.6471716931254807,-0.6186783808494587,1.6329250369874697,0.0028282161288464003,0.21511972201715102,0.8910260309270013,-0.3456905165844419,0.13379494137809345,1.1059477876031742
42fbadad,2026-03-19 06:15:57,0.8742160452305745,1.3756674815730516,0.7567304452492729,1.0363098767291223,-276.04792413647795,0.4194402608479076,0.08992951808977086,4.979931819625318,0.5107531548556852,2.7141329733898227,0.4590597617256114,0.7341035908894313,0.40341832369247865,-0.21139755194989884,-0.09385653575119823,1.1526270438505486,-0.21868625583554502,0.08548071953815317,1.066602768148696
37b99056,2026-03-19 06:50:43,1.0701498470495483,0.9615500062385094,0.9814212117159284,1.0554671876470887,-274.86211735156786,0.42320558764790783,0.0662371923127844,4.10608155758368,0.6046554715921357,2.0055894604334643,-0.5556426909915673,-0.15978648865516276,1.357714589823365,0.009150290493022614,0.20763752690667103,0.8916060913001531,-0.21423631348024935,0.2919785934299959,0.9611288600251268
9f610aa2,2026-03-19 06:50:43,0.9756862022759677,1.3087642182577395,0.6610282088736379,1.0172845450020556,-276.8411289449666,0.45911742765120994,0.06906794054321579,4.61555069151221,0.759104183693189,0.7579930770304333,0.2784110661266271,0.5508356839090893,0.5853766249821418,-0.31141572916199073,-0.2511290048818009,1.281272367021896,-0.23817381712779315,0.11735458748006178,1.0604096148238658
7c315225,2026-03-19 06:50:43,0.8884467349296369,1.3660472211530426,0.9157351602991562,0.9864300678330726,-276.41331638368683,0.4319086291900761,0.05244595674601493,3.497852056659305,0.7869012697471014,2.7792151636758433,0.5397494050582174,0.7388117729344074,0.3607194110036876,-0.37593922618551395,-0.3692382460952375,1.3725887361403757,-0.19449352791072053,0.3304294126210249,0.9320320576448478
8e773687,2026-03-19 07:25:26,1.628902263364224,1.303191517916415,0.6709871302638188,0.9357290642149108,-274.52330655152247,0.40304823882354723,0.09999999530417161,4.1089917591361385,1.9863853599805696,4.061818676731477,-0.38754351140737003,-0.730444988688111,1.5589942500477405,-0.4045098341964262,-1.0772487345719335,1.7408792843841798,-0.47396807276048797,-0.6996984385610159,1.586833255660752
7280a7f9,2026-03-19 07:25:26,0.93578940393901,0.8018213036100472,0.8420207862953383,1.0029375923591333,-277.095747232702,0.43300196502343924,0.06598171052794406,4.315055825632113,0.5028436129508304,2.595099908944026,0.3056426162532206,0.6348873960680386,0.5297349938393704,-0.35414681294036043,-0.32724390124750147,1.340695357093931,-0.20701672663840215,0.3331410048709449,0.9369378608837287
081cf649,2026-03-19 07:25:26,1.2187806364555398,1.1976610823145868,0.4985565468451076,1.0469298685674149,-276.14533655523826,0.42246461648115863,0.06548128246885439,3.9545284648710264,0.7511631825081111,2.734210571654025,-0.24607927321039455,0.010960508335782548,1.117559382437306,-0.22489809296515428,-0.1290780948939605,1.1769880939295574,-0.4030228159760797,-0.32056605002343197,1.3617944329997558
e1df9dfd,2026-03-19 08:00:00,1.2108388128160794,1.4698618751144217,0.7043498211461934,1.111725970558499,-277.13560463913024,0.4086318742731775,0.05266572925142608,4.989149932288019,1.5478616697619207,1.0242995645295108,-0.5002883406142866,-0.49993368452473974,1.5001110125695132,0.23472872823521976,0.4166865056682717,0.6742923830482543,-0.4424627278380992,-0.47376335782284107,1.4581130428304703
1bf852d5,2026-03-19 08:00:00,1.366898439425107,1.0597615332254136,0.6579030572107964,0.9621199782948513,-274.4374231978374,0.4008765428898137,0.08944318712255225,4.017681282048036,1.3335758127579957,3.223493334621324,-0.19593846792525976,-0.015270711252945324,1.1056045895891025,-0.40401112780126747,-0.6019118130646197,1.5029614704329437,-0.4547991711727504,-0.5294593453337981,1.4921292582532741
37183354,2026-03-19 08:00:00,1.1975161994898387,1.158960471612386,0.6960932197870204,1.0832662749531572,-274.7145226076451,0.41028800533412985,0.07183807952008188,3.19767160631871,2.3555891661067454,2.735535120187265,-0.5663654598605226,-0.3863845441940956,1.476375002027309,0.13963127681731843,0.3100025499896537,0.7751830865965139,-0.3850923340838083,-0.2968886856075774,1.340990509845693
9f6dd530,2026-03-19 08:37:40,1.1037733395654592,0.970766580711221,0.879103557539239,1.0589473150279052,-276.7053140240797,0.4283231690519396,0.062986684671358,3.1105964087689952,1.34430288041729,1.1534187028163592,-0.6068164714148193,-0.29456020933402605,1.4506883403744228,-0.012302418901014947,0.20552982597592362,0.9033862964625456,-0.2214072301204385,0.30691646640162085,0.9572453818594088
2adc7c26,2026-03-19 08:37:40,1.1680493791571724,1.3837096017113493,0.945662874443878,1.0997982706336735,-277.1035321186574,0.40640222670668247,0.06592366704690189,4.999961809313273,0.5654644286028687,1.3242516085023688,-0.6030797551909299,-0.38004303952507024,1.4915613973580002,0.17852996465909626,0.35382504142275684,0.7338224969590734,-0.3556352555721901,-0.20189323073669696,1.2787642431544435
71526106,2026-03-19 08:37:40,0.952692318811895,1.1465002280477867,0.8412382112992924,1.0421618106329944,-274.91868327798653,0.41702516712901166,0.07745873557377507,4.782953944500129,0.6306098110286832,4.020663769622046,-0.05738225172313024,0.4579585948280882,0.799711828447521,-0.10822718770730726,0.026372818592327096,1.0409271845574901,-0.2015900919712476,0.16671420510990076,1.0174379434306735
e72e8ef1,2026-03-19 09:17:38,0.9422763516890659,1.3481917564629882,0.9187976058633894,1.044185331893927,-276.62986229713863,0.5073410746927302,0.08740829346567053,4.625300226820959,0.6078438240998565,3.004281704811852,-0.09723385454217401,0.24285109264968774,0.9271913809462431,-0.08906317033510763,0.06164365490701629,1.0137097577140457,-0.12465880604810926,0.3528029732342921,0.8859279164069086
468046c7,2026-03-19 09:17:38,1.0350219890686836,1.2992769786553926,0.7612601873073435,1.0564744939127018,-276.8812193526965,0.4388735573014182,0.057368265202293114,4.2288594402491215,0.7628735147231214,3.3970139846412097,-0.24326322392588573,0.327651823113023,0.9578057004064313,-0.09647772758951582,0.05257118522405124,1.0219532711827324,-0.270842577414062,0.02022858618028678,1.1253069956168875
d612d1b7,2026-03-19 09:17:38,1.132151308303168,0.6790753674452914,0.8137474208301967,1.0590963213239857,-274.33587400267385,0.4409305733832875,0.03740876542713904,4.627154966372801,0.8201131348789688,3.3179969246130065,-0.47573645174307355,-0.06129609284834081,1.2685162722957073,-0.028053488965604646,0.13233870267478443,0.9478573931454101,-0.3059005473692866,-0.05425997156748763,1.180080259468387
