PCRGlobWB: Sonoran Desert,PCRGlobWB: Station 1,PCRGlobWB: Station 2,PCRGlobWB: Station 3,PCRGlobWB: Station 4,PCRGlobWB: Station 5,PCRGlobWB: Station 6,PCRGlobWB: Station 7,PCRGlobWB: Station 8,PCRGlobWB: Station 9,PCRGlobWB: Station 10,PCRGlobWB: Station 11,Groundwater Recharge
,-8.188796862818037e-12,-3.831771705486986e-11,-9.443496332139922e-12,6.169977723180509e-14,4.58325495882473e-14,3.74342646724396e-13,9.42884254356781e-16,3.9919456629178285e-14,1.617120892184428e-15,1.0345362262166591e-13,0.0,-5.029291108353272e-09
,-8.124447295476678e-12,-3.830203515464703e-11,-9.427685195018132e-12,6.731767920875598e-14,4.0346185051741423e-14,4.129745590636391e-13,9.371584175124604e-16,4.2767005214994214e-14,1.5999108767621151e-15,1.1076355083778841e-13,0.0,-5.016132872406422e-09
,-8.186579018854001e-12,-3.828672448524806e-11,-9.443011476928387e-12,6.751543768501733e-14,3.21423694138543e-14,-5.35477653329508e-08,9.300076594926212e-16,4.285547611226903e-14,1.5761933189642843e-15,1.1089202879522794e-13,0.0,-4.873038703310804e-06
,-8.162879226725206e-12,-3.827124034350149e-11,-9.435157516390902e-12,6.744778346945424e-14,2.664820539797011e-14,-5.354055687689652e-08,9.23248654210887e-16,4.283075630273636e-14,1.554261941893976e-15,1.1082183348082308e-13,0.0,-4.872379629808535e-06
,-8.146653490692657e-12,-3.8255353745908494e-11,-9.428763325658451e-12,6.729165835661632e-14,2.178313783420937e-14,-5.3534463972937374e-08,9.16373287778024e-16,4.2760066321090306e-14,1.5317638997819545e-15,1.1069760424064698e-13,0.0,-4.87182270571779e-06
,-8.07669296026825e-12,-3.823870733943302e-11,-9.411846302320725e-12,6.688573306323775e-14,2.468090530940211e-14,-5.3525106125107413e-08,9.117714636547097e-16,4.25436595674622e-14,1.5203678126304767e-15,1.1045978449411228e-13,0.0,-4.870962397226157e-06
,-8.056221488528248e-12,-3.822094724048597e-11,-9.404264693368969e-12,6.648414457854912e-14,-7.238808219511839e-09,-5.35228288356393e-08,9.05400399462818e-16,4.2377126113768426e-14,1.500342894966201e-15,1.1019601165807372e-13,0.0,-5.528827002322534e-06
,-8.044665628093028e-12,-3.92592937326075e-11,-9.40054718095995e-12,6.659603424274962e-14,-7.237689558792226e-09,-5.353086507398075e-08,8.988229768691516e-16,4.2401845923301096e-14,1.4792025407895097e-15,1.1024110769218554e-13,0.0,-5.529548865663751e-06
,-7.991597834877684e-12,-3.9299914017520976e-11,-9.384581653448798e-12,6.699068383353435e-14,-7.23670057212189e-09,-5.3515805120696314e-08,8.94774900535105e-16,4.2574017228291794e-14,1.4704692075868443e-15,1.1042617422676523e-13,0.0,-5.528087220927695e-06
,-8.114318245100449e-12,-4.424780680745144e-11,-9.535749793954107e-12,6.654919670889825e-14,-7.2359918057429695e-09,-5.350308285301253e-08,8.88443329254379e-16,4.2368886177257536e-14,1.4502275553671898e-15,1.1016622997964826e-13,0.0,-5.527341010056205e-06
,-8.36318687913451e-12,-5.321449184081395e-11,-9.692382313408743e-12,6.710864502990077e-14,-7.4205019906514735e-09,-5.5642665586219664e-08,8.822957758814441e-16,4.254235852485522e-14,1.4306108017043723e-15,3.152645110032423e-14,0.0,-5.7394812861402965e-06
,-8.345678315091476e-12,-5.372551709070805e-11,-9.682017340639781e-12,5.963111948670274e-14,-7.406558921729811e-09,-5.56924995009922e-08,8.75874101470954e-16,3.920475055707584e-14,1.4112878625951336e-15,2.8059106484145703e-14,0.0,-5.742789313939088e-06
,-8.329038847509906e-12,-5.354211865538083e-11,-9.672042680652915e-12,5.948800479993466e-14,-7.393431644686643e-09,-5.561474125670429e-08,8.696452329350827e-16,3.9151407810189554e-14,1.3925683285816951e-15,2.7930198233968966e-14,0.0,-5.734507933613643e-06
,-8.312772345475672e-12,-5.332399452551151e-11,-9.662414965361243e-12,6.018102682858739e-14,-7.381062872013899e-09,-5.55376011845965e-08,8.635892120600105e-16,3.936781456381766e-14,1.3744303885656652e-15,2.824247048250142e-14,0.0,-5.726348473555934e-06
,-8.296790338091498e-12,-5.3105481817583566e-11,-9.653095163486558e-12,6.012985248604608e-14,-7.368392118678457e-09,-5.545949122165439e-08,8.576675517861965e-16,3.934482947776097e-14,1.356797068427962e-15,2.820630895191724e-14,0.0,-5.718073528381497e-06
,-8.280491743672957e-12,-5.286817164606994e-11,-9.644045111112387e-12,5.956259790940166e-14,-7.355009490339626e-09,-5.53762831145832e-08,8.518408650815934e-16,3.908592199897143e-14,1.3396344868506953e-15,2.808888646850527e-14,0.0,-5.709268762231087e-06
,-8.26489918170914e-12,-5.2753298257490755e-11,-9.635215368619665e-12,5.833441368841008e-14,-7.3395405308929185e-09,-5.531020619287119e-08,8.460576417550962e-16,3.8492212889318367e-14,1.3228649285609547e-15,2.768003891145867e-14,0.0,-5.7018430419076245e-06
,-8.25005341820173e-12,-5.268759734056161e-11,-9.626677059670907e-12,5.956173054766367e-14,-7.325243966960215e-09,-5.524883306406991e-08,8.404732064734078e-16,3.8946276759155296e-14,1.3066428711924955e-15,2.793955625397023e-14,0.0,-5.694955705833539e-06
,-8.235848635018694e-12,-5.254167240176244e-11,-9.618387683540952e-12,5.908988576219798e-14,-7.3107782050385595e-09,-5.516028522833949e-08,8.350103733592096e-16,3.887732150098522e-14,1.2908839290879477e-15,2.797444384700174e-14,0.0,-5.685575570413905e-06
,-8.224312723903449e-12,-5.350423576411245e-11,-9.610313413122018e-12,5.918269346816274e-14,-7.295639203874771e-09,-5.558879223599433e-08,8.2968719480219e-16,3.8941072588727366e-14,1.2755793142804834e-15,2.8002096084597805e-14,0.0,-5.723240188240144e-06
,-8.211185203998994e-12,-5.326201285571486e-11,-9.602502820671432e-12,5.687204179816163e-14,-7.280942515563993e-09,-5.5496315098935156e-08,8.244169028648145e-16,3.7493879528893714e-14,1.2607120861111575e-15,2.7580485435101977e-14,0.0,-5.713473571258526e-06
,-8.198633612288564e-12,-5.3028709895430737e-11,-9.594942895763126e-12,5.895891413976173e-14,-7.268278423566699e-09,-5.541526704178068e-08,8.193549280929044e-16,3.8478768782379547e-14,1.2463622891934856e-15,2.826161512117526e-14,0.0,-5.704930907885054e-06
