PCRGlobWB: Sonoran Desert,PCRGlobWB: Station 1,PCRGlobWB: Station 2,PCRGlobWB: Station 3,PCRGlobWB: Station 4,PCRGlobWB: Station 5,PCRGlobWB: Station 6,PCRGlobWB: Station 7,PCRGlobWB: Station 8,PCRGlobWB: Station 9,PCRGlobWB: Station 10,PCRGlobWB: Station 11,Groundwater Recharge
,-8.188796862818037e-12,-3.831771705486986e-11,-9.443496332139922e-12,6.169977723180509e-14,4.58325495882473e-14,3.74342646724396e-13,9.42884254356781e-16,3.9919456629178285e-14,1.617120892184428e-15,1.0345362262166591e-13,0.0,-4.2371777587876313e-07
,-8.272798245057e-12,-4.399324307624575e-11,-9.52424857730838e-12,6.627250831447995e-14,4.071754462460844e-14,4.1281721422335715e-13,9.371915576765217e-16,4.2269573258257864e-14,1.6003418047740308e-15,1.1010879436956084e-13,0.0,-4.226091945002411e-07
,-8.333930767712161e-12,-4.3918011588539585e-11,-9.539020615068061e-12,6.694558102315895e-14,3.241830225488365e-14,-5.354402077273335e-08,9.300072359761475e-16,4.242092788153684e-14,1.57651392093482e-15,3.1549849538459185e-14,0.0,-0.00041055351075393526
,-8.315967706118421e-12,-4.3845128916419895e-11,-9.53195855579736e-12,6.715288047853818e-14,2.6145010229060642e-14,-5.3536766131401237e-08,9.229933796564083e-16,4.251069982141864e-14,1.5533807099914762e-15,3.014206383946359e-14,0.0,-0.00041049798381136913
,-8.298556286590042e-12,-4.43081196732642e-11,-9.525023998702142e-12,6.709997141252089e-14,2.1399943517003313e-14,-5.352955412263327e-08,9.161063665205204e-16,4.2510266140549646e-14,1.5308543981548402e-15,3.0019538829577364e-14,0.0,-0.0004104510629567238
,-8.317587937844984e-12,-4.6910225703911124e-11,-9.531473700585824e-12,6.747814113028383e-14,1.782028063795297e-14,-5.389469137639935e-08,9.09427194094065e-16,4.2721902404618817e-14,1.5090725223997222e-15,3.025608463855939e-14,0.0,-0.00041037858196630374
,-8.300882550771327e-12,-4.6748320492451256e-11,-9.524821903417191e-12,6.656480922018204e-14,1.51149912356284e-14,-5.3846019198999784e-08,9.029224045756256e-16,4.179035589801927e-14,1.4879702847056574e-15,3.055899717302468e-14,0.0,-0.0004658036749456735
,-8.284760898147336e-12,-4.6610385689982436e-11,-9.518360058469177e-12,6.727170903664259e-14,1.3073474967254927e-14,-5.380690737410987e-08,8.966038564264638e-16,4.225049130002212e-14,1.4675382618311076e-15,3.077554622818793e-14,0.0,-0.000465864491932171
,-8.269149254225283e-12,-4.6463853597966676e-11,-9.51202051152622e-12,6.713726796725439e-14,1.1528812979147776e-14,-5.3765603524880135e-08,8.904134220105741e-16,4.2154214147105407e-14,1.4476612572952461e-15,3.0724493858391017e-14,0.0,-0.00046574134836315835
,-8.253962617554844e-12,-4.6319326846289144e-11,-9.505744281990136e-12,6.635664240306482e-14,1.0355628301487313e-14,-5.3712703618202795e-08,8.843109202025213e-16,4.1661118999059e-14,1.4282339213752583e-15,3.045603862422003e-14,0.0,-0.00046567848009723526
