PCRGlobWB: Sonoran Desert,PCRGlobWB: Station 1,PCRGlobWB: Station 2,PCRGlobWB: Station 3,PCRGlobWB: Station 4,PCRGlobWB: Station 5,PCRGlobWB: Station 6,PCRGlobWB: Station 7,PCRGlobWB: Station 8,PCRGlobWB: Station 9,PCRGlobWB: Station 10,PCRGlobWB: Station 11,Groundwater Recharge
,-8.188796862818037e-12,-3.831771705486986e-11,-9.443496332139922e-12,6.169977723180509e-14,4.58325495882473e-14,3.74342646724396e-13,9.42884254356781e-16,3.9919456629178285e-14,1.617120892184428e-15,1.0345362262166591e-13,0.0,-5.029291108353272e-09
,-8.119963902653016e-12,-3.830039757568571e-11,-9.426756250596746e-12,6.684236497633833e-14,4.072065154145897e-14,4.128931896905941e-13,9.372474618510405e-16,4.2545394290938177e-14,1.6004501191121609e-15,1.1045340125382178e-13,0.0,-5.01555682087285e-09
,-8.174969381991026e-12,-3.8284073827776766e-11,-9.440546434869024e-12,6.713813532899238e-14,3.3141661615575246e-14,-5.354490895115305e-08,9.303201087710396e-16,4.267766695598141e-14,1.577843974420246e-15,1.106308106105583e-13,0.0,-4.8727774949417355e-06
,-8.158304760919055e-12,-3.826707006826524e-11,-9.434005660002853e-12,6.696813242834665e-14,2.668898834031451e-14,-5.353613374836641e-08,9.232523599800313e-16,4.2603073846514405e-14,1.5546169545779939e-15,1.1052700502880639e-13,0.0,-4.871976714889694e-06
,-8.09604033119582e-12,-3.8249497319453596e-11,-9.418535396044092e-12,6.672874058866185e-14,2.7069399307255888e-14,-5.352753618126371e-08,9.180703182878479e-16,4.2476005351899104e-14,1.5403822482620302e-15,1.1035299735638604e-13,0.0,-4.871186469883204e-06
,-8.067476374440385e-12,-3.8230724141996575e-11,-9.409221665701573e-12,6.611031166947612e-14,2.3942992228610793e-14,-5.3515801567982635e-08,9.118203798074136e-16,4.2169392977520204e-14,1.5211430595354512e-15,1.1002625947918038e-13,0.0,-4.870114937113179e-06
,-8.056773997955347e-12,-3.9322357869853164e-11,-9.40334182047975e-12,6.651103279242676e-14,-7.237711763252719e-09,-5.3506674646541796e-08,9.050940911732672e-16,4.234763581467682e-14,1.4993989826256045e-15,1.1018664686180887e-13,0.0,-5.527358857606751e-06
,-8.002745167934311e-12,-3.9300552395760135e-11,-9.387421395778972e-12,6.674955727037357e-14,-7.236666821341942e-09,-5.349710363589111e-08,9.007618352854167e-16,4.2503760927514733e-14,1.4892954677516368e-15,1.1027599189708526e-13,0.0,-5.526385386984102e-06
,-7.979342013519908e-12,-3.92788197800531e-11,-9.37842338510908e-12,6.679552744248696e-14,-7.235636978464299e-09,-5.34883071168224e-08,8.951243016258473e-16,4.249725571447982e-14,1.4725562967688789e-15,1.1028577682169194e-13,0.0,-5.5254871576568e-06
,-7.969317046552238e-12,-3.9258055140045656e-11,-9.373261715406311e-12,6.70843589012371e-14,-7.234718601978329e-09,-5.3481887363204805e-08,8.888231176521042e-16,4.262085476214317e-14,1.4523037390000285e-15,1.1043084984863408e-13,0.0,-5.5248167383540695e-06
,-7.912399034581963e-12,-3.923712743603147e-11,-9.35285876524361e-12,6.697593868398855e-14,-7.2337615897311025e-09,-5.34895470138963e-08,8.863122472986464e-16,4.2586593973492626e-14,1.4510728942485496e-15,1.1034405946472661e-13,0.0,-5.525417158625999e-06
,-7.878947494432964e-12,-3.9217244035549825e-11,-9.33771549666007e-12,6.717109507503594e-14,-7.2346471036155435e-09,-5.3602818184117496e-08,8.827733436450179e-16,4.26559829125317e-14,1.4442017629804228e-15,5.443729641325598e-14,0.0,-5.535793873037289e-06
,-7.867842662101499e-12,-3.919583754785627e-11,-9.33131696911893e-12,6.663593288269709e-14,-7.23353288378803e-09,-5.355580157129225e-08,8.772233190768117e-16,4.2391437582445235e-14,1.427305149748594e-15,1.0983779126028451e-13,0.0,-5.531409843869924e-06
,-7.823785022620378e-12,-3.922103614106831e-11,-9.307605901287541e-12,6.643730704469775e-14,-7.24487669856444e-09,-5.3691582735382326e-08,8.761759628375318e-16,4.230600245125338e-14,1.4329702119789491e-15,3.108484200294373e-14,0.0,-5.544788156701279e-06
