PCRGlobWB: Sonoran Desert,PCRGlobWB: Station 1,PCRGlobWB: Station 2,PCRGlobWB: Station 3,PCRGlobWB: Station 4,PCRGlobWB: Station 5,PCRGlobWB: Station 6,PCRGlobWB: Station 7,PCRGlobWB: Station 8,PCRGlobWB: Station 9,PCRGlobWB: Station 10,PCRGlobWB: Station 11
,-0.005630183266475797,-2.8292905802640433e-05,-0.0032385874073952436,-3.981110372830443e-05,-0.0007283854211226753,-3.6220270091563375e-05,-0.0001264435114055911,-4.002980123907207e-05,-0.00026511204464080436,-3.993085519785664e-05,-0.00017363160441163927
,-0.00039269932312890887,-3.0292501926654225e-05,0.0008963783620856702,-3.959970335376539e-05,-0.00069755352381645,-3.63995425166453e-05,-0.000129948864091284,-3.979993942682114e-05,-0.0002572569208626096,-3.9792249242571414e-05,-8.54540521686431e-05
,-0.006096381112001836,-3.100046964066294e-05,-0.0036072199000045657,-3.9219394691869525e-05,-0.0008138212332091894,-3.756939997431305e-05,-0.00014026337805417248,-3.9361151902284064e-05,-0.00029657543917190396,-3.9496536604599475e-05,-0.00011463165174063761
,-0.0009264501859433949,-3.220839891677883e-05,0.00046110048424452543,-3.902095168673014e-05,-0.0006147579617171292,-3.941524548049601e-05,-0.00011663184628349397,-3.917725549662521e-05,-0.00022682124103818704,-3.943213701889245e-05,-0.00019933819567086175
,-0.005231088725849986,-3.1448123046562415e-05,-0.0035849272971972823,-3.865575778672081e-05,-0.0008635820936630506,-3.636304388443534e-05,-0.000148045072995439,-3.88408293279241e-05,-0.00031491949631686845,-3.8846589155763984e-05,-0.00010185381688643247
,-0.0004225872689858079,-3.180515374290316e-05,0.0008381485240533948,-3.8420690273710534e-05,-0.000561604185158755,-4.063964068912185e-05,-0.0001082722294342304,-3.86130184288902e-05,-0.00020730122930881509,-3.885579937097514e-05,-0.00024043861776590347
,-0.009083055891096592,-2.9983360339187878e-05,-0.009120649076066911,-3.778039149349155e-05,-8.64187505318232e-06,-3.813952129405607e-05,-0.00013976010019452082,-3.794875535056974e-05,-0.00029617136182571774,-3.8142746591440866e-05,-0.00011572203948162496
,-0.009483978210482746,-2.9098091430368456e-05,-0.013343850849196315,-3.741336631257752e-05,-0.000794783438641387,-3.908066388369491e-05,-0.00011688400927321643,-3.7619531704891074e-05,-0.00022671907227421958,-3.7833785442729074e-05,-0.00014583069423679262
,-0.005453373509226367,-3.041866147412975e-05,-0.01009370491374284,-3.722882898760105e-05,-0.0006342994479597067,-3.7561775755534654e-05,-0.00014649549787462124,-3.7411248801966224e-05,-0.00030432142399558086,-3.7519275884289464e-05,-0.00025639843806857243
,-0.005852582326042466,-2.9741924384873997e-05,-0.016639763838611543,-3.676757931447838e-05,-0.0008131247929803555,-3.739508101574529e-05,-0.00011023980129076029,-3.694186429825663e-05,-0.0002187563371309045,-3.709513899463749e-05,-7.914194793556817e-05
