time,PCRGlobWB: Sonoran Desert,PCRGlobWB: Station 1,PCRGlobWB: Station 2,PCRGlobWB: Station 3,PCRGlobWB: Station 4,PCRGlobWB: Station 5,PCRGlobWB: Station 6,PCRGlobWB: Station 7,PCRGlobWB: Station 8,PCRGlobWB: Station 9,PCRGlobWB: Station 10,PCRGlobWB: Station 11,Groundwater Recharge
2045-12-31 00:00:00+00:00,,-8.188796862818037e-12,-3.831771705486986e-11,-9.443496332139922e-12,6.169977723180509e-14,4.58325495882473e-14,3.74342646724396e-13,9.42884254356781e-16,3.9919456629178285e-14,1.617120892184428e-15,1.0345362262166591e-13,0.0,-5.029291108353272e-09
2046-01-01 00:00:00+00:00,,-8.122366494667244e-12,-3.8301636168247555e-11,-9.427261055128255e-12,6.648327721681113e-14,4.052259829773197e-14,4.127686419660298e-13,9.372199332802547e-16,4.235717679379469e-14,1.6001963268653398e-15,1.102504657121868e-13,0.0,-5.0160312856178505e-09
2046-01-02 00:00:00+00:00,,-8.184572811154034e-12,-3.828640529612848e-11,-9.442598612741104e-12,6.748247793897377e-14,3.227531292899176e-14,-5.3543697475788576e-08,9.300666341615737e-16,4.2843333047937193e-14,1.5764615107712087e-15,1.1083884867866753e-13,0.0,-4.872668646000714e-06
2046-01-03 00:00:00+00:00,,-8.16157124522432e-12,-3.8271639329900964e-11,-9.434890368975601e-12,6.765941973352341e-14,2.668550872896719e-14,-5.35372244314658e-08,9.233074171216028e-16,4.2918793519142184e-14,1.5544627945815936e-15,1.10929894556102e-13,0.0,-4.8720765328202865e-06
2046-01-04 00:00:00+00:00,,-8.14541056132212e-12,-3.825647090782702e-11,-9.428536076883098e-12,6.744518138424027e-14,2.1813432814600867e-14,-5.3532328792016415e-08,9.164510030509345e-16,4.28203479618805e-14,1.5320043512598563e-15,1.1079035096023954e-13,0.0,-4.871628535617634e-06
2046-01-05 00:00:00+00:00,,-8.07866360613696e-12,-3.8240560024105363e-11,-9.412251360252366e-12,6.726997431316661e-14,2.4334939784293776e-14,-5.352405452185849e-08,9.117651109076053e-16,4.274098436285456e-14,1.5200788685163446e-15,1.1068313691790788e-13,0.0,-4.870867139633602e-06
2046-01-06 00:00:00+00:00,,-8.05813488852225e-12,-3.824776259597762e-11,-9.404694904791011e-12,6.68970087658316e-14,-7.239087995714044e-09,-5.351647303086793e-08,9.054371395169052e-16,4.256447624917392e-14,1.5001379129929654e-15,1.1043000281568682e-13,0.0,-5.5282772110825795e-06
2046-01-07 00:00:00+00:00,,-8.045444518933742e-12,-3.823216743192859e-11,-9.398991134002e-12,6.730206669747218e-14,-7.238232679895873e-09,-5.350837994910762e-08,8.989455848882667e-16,4.274879061849646e-14,1.4791570127685948e-15,1.1062995680134746e-13,0.0,-5.527460561197423e-06
2046-01-08 00:00:00+00:00,,-8.008861802910605e-12,-3.821664512626555e-11,-9.387270474836562e-12,6.73835987008431e-14,-7.237417332106588e-09,-5.350070964027509e-08,8.939926656083156e-16,4.279866391843079e-14,1.465749222367388e-15,1.1068313691790788e-13,0.0,-5.5266833204222066e-06
2046-01-09 00:00:00+00:00,,-7.97960395676478e-12,-3.820105343166347e-11,-9.376813561723374e-12,6.713293115856445e-14,-7.236546473166072e-09,-5.3500432528608144e-08,8.889293144078662e-16,4.2644273529068855e-14,1.451729662420027e-15,1.1053296136449148e-13,0.0,-5.526573983809031e-06
2046-01-10 00:00:00+00:00,,-7.963351332518354e-12,-3.818500377006373e-11,-9.369780992751764e-12,6.714594158463427e-14,-7.235862575782903e-09,-5.352826448756787e-08,8.832327002002258e-16,4.267159542381549e-14,1.4343957684291781e-15,1.1050615446577677e-13,0.0,-5.529038414375106e-06
2046-01-11 00:00:00+00:00,,-7.934815131338535e-12,-3.92915214253442e-11,-9.357990944647288e-12,6.659690160448761e-14,-7.2347390300819825e-09,-5.3566889590683786e-08,8.790413164794155e-16,4.2389269178100264e-14,1.4248026967850496e-15,1.1015687195964699e-13,0.0,-5.532544681943667e-06
2046-01-12 00:00:00+00:00,,-7.916211089420422e-12,-3.926917818697362e-11,-9.349251407775316e-12,6.666368845831272e-14,-7.234452148452419e-09,-5.361612664955828e-08,8.74060180414409e-16,4.24391424780346e-14,1.4109871658988583e-15,3.124225460586147e-14,0.0,-5.536997346232907e-06
2046-01-13 00:00:00+00:00,,-7.881767287443164e-12,-3.9247115973806146e-11,-9.333913850162467e-12,6.657868700798986e-14,-7.233239784909529e-09,-5.356578824944336e-08,8.709613103768791e-16,4.237539139029245e-14,1.4066265344072747e-15,1.0966591133462766e-13,0.0,-5.532297266716974e-06
2046-01-14 00:00:00+00:00,,-7.807454335817532e-12,-3.9324508926963375e-11,-9.297057915191864e-12,6.643817440643573e-14,-7.233230014946912e-09,-5.3572545510860436e-08,8.736729275388361e-16,4.232898753731007e-14,1.431473822398506e-15,3.111334635568473e-14,0.0,-5.532914760120934e-06
2046-01-15 00:00:00+00:00,,-7.779840140165195e-12,-3.930188813283664e-11,-9.27450477528069e-12,6.667322943743059e-14,-7.2330981204515865e-09,-5.3557329238174134e-08,8.727369561321201e-16,4.2440009839772586e-14,1.4364123421183538e-15,4.028415174681631e-14,0.0,-5.531511989557607e-06
2046-01-16 00:00:00+00:00,,-7.769762264131508e-12,-3.927920835811172e-11,-9.264649811213665e-12,6.640001048996425e-14,-7.239109311996117e-09,-5.357795984650693e-08,8.687711478730755e-16,4.228692049301763e-14,1.4262889219701256e-15,1.0955785025934875e-13,0.0,-5.533923839917744e-06
2046-01-17 00:00:00+00:00,,-7.767068238573316e-12,-4.090481772744958e-11,-9.265914424627653e-12,6.664720858529094e-14,-7.237550558869543e-09,-5.357665955330049e-08,8.700348151512605e-16,4.2420494200667846e-14,1.4410822465148036e-15,3.124353193154593e-14,0.0,-5.5338186627462636e-06
2046-01-18 00:00:00+00:00,,-8.441874803366556e-12,-6.211517411536249e-11,-9.74252969965228e-12,6.634016253004305e-14,-7.526976375515915e-09,-5.707791927989092e-08,8.666345072636265e-16,4.2260465960008986e-14,1.4330004934068135e-15,2.9587291140329916e-14,0.0,-5.880459522406417e-06
2046-01-19 00:00:00+00:00,,-8.486170099963886e-12,-6.194466467546178e-11,-9.737060116532525e-12,5.197665214895508e-14,-7.513932587244199e-09,-5.697688720829319e-08,8.598008042638564e-16,3.6278272053102967e-14,1.4132817781529702e-15,2.7466041119532554e-14,0.0,-5.870079063307404e-06
2046-01-20 00:00:00+00:00,,-8.475183228828786e-12,-6.172748423516339e-11,-9.72805083016004e-12,5.419623083646741e-14,-7.50086481815515e-09,-5.6881951593368285e-08,8.532977088113116e-16,3.717685881365895e-14,1.394246089091969e-15,2.7803416036489836e-14,0.0,-5.860238700524373e-06
2046-01-21 00:00:00+00:00,,-8.469611297023949e-12,-6.253345063989002e-11,-9.734812782269398e-12,5.4740934007924125e-14,-7.487454212196099e-09,-5.687282111921377e-08,8.469136214878559e-16,3.729612105263236e-14,1.375734078150608e-15,2.795019329372185e-14,0.0,-5.858262817839363e-06
2046-01-22 00:00:00+00:00,,-8.468368367653412e-12,-6.358959192542812e-11,-9.732857748911972e-12,5.5186757941250164e-14,-7.47486339491843e-09,-5.688730553288224e-08,8.407480686647918e-16,3.75172982958194e-14,1.3578149902723248e-15,2.805272493792109e-14,0.0,-5.858530617318038e-06
2046-01-23 00:00:00+00:00,,-8.456987714289266e-12,-6.354814591214009e-11,-9.723233503067252e-12,5.2215176626901894e-14,-7.460625006672217e-09,-5.679597947505499e-08,8.345856392757208e-16,3.613732577067985e-14,1.3402993018351715e-15,2.7317563020142453e-14,0.0,-5.848928636718758e-06
2046-01-24 00:00:00+00:00,,-8.446694732544557e-12,-6.338391617122241e-11,-9.714603253774268e-12,5.441914280313043e-14,-7.448282879352064e-09,-5.6706046080989836e-08,8.287321122146015e-16,3.706540283032744e-14,1.3234148647019595e-15,2.7937430201272623e-14,0.0,-5.839613872761512e-06
2046-01-25 00:00:00+00:00,,-8.436995893590371e-12,-6.318522094428403e-11,-9.706532452802286e-12,5.554237625382541e-14,-7.4368013969206e-09,-5.662096569380992e-08,8.230881728683685e-16,3.7531176083627216e-14,1.3070736933252928e-15,2.818418614540085e-14,0.0,-5.830815677465531e-06
2046-01-26 00:00:00+00:00,,-8.427308330338779e-12,-6.29839652654951e-11,-9.698359303145221e-12,5.578176809351021e-14,-7.425308368169681e-09,-5.653701151686619e-08,8.175743589586575e-16,3.766171402519447e-14,1.2911988135860895e-15,2.8273527792545446e-14,0.0,-5.822118699286524e-06
2046-01-27 00:00:00+00:00,,-8.417970313867595e-12,-6.279023134769801e-11,-9.690497536352094e-12,5.635596156405853e-14,-7.414231451008391e-09,-5.6456251229519694e-08,8.122218518858391e-16,3.787204924665666e-14,1.2758036721323873e-15,2.8414348714092368e-14,0.0,-5.813750604485541e-06
2046-01-28 00:00:00+00:00,,-8.408410252791487e-12,-6.258746992893194e-11,-9.682319182524601e-12,5.654591378467799e-14,-7.403026636154664e-09,-5.637634714616979e-08,8.069846471729658e-16,3.798784203867811e-14,1.2608418939103242e-15,2.8468804462271347e-14,0.0,-5.805447901027443e-06
2046-01-29 00:00:00+00:00,,-8.398254314201381e-12,-6.236528654612883e-11,-9.673430459433696e-12,5.5224054495983665e-14,-7.39062855359407e-09,-5.6288307348495437e-08,8.017785179813448e-16,3.734252490561474e-14,1.2462433869435147e-15,2.8171848263491145e-14,0.0,-5.796295462450881e-06
2046-01-30 00:00:00+00:00,,-8.562777223386497e-12,-6.846291589202025e-11,-9.819063964688901e-12,5.224813637294545e-14,-7.570858606698039e-09,-5.774705869043828e-08,7.965137317581265e-16,3.6183295942793237e-14,1.231916036398945e-15,2.7460084783847462e-14,0.0,-5.945876739479049e-06
2046-01-31 00:00:00+00:00,,-8.551459020067487e-12,-6.820437270516067e-11,-9.809319155562601e-12,4.357798844001337e-14,-7.555978953632803e-09,-5.763844512784999e-08,7.905612077212969e-16,3.2351725465229464e-14,1.2174787833294691e-15,2.538861319529434e-14,0.0,-5.934625991454226e-06
2046-02-01 00:00:00+00:00,,-9.172633139153952e-12,-8.760457637091434e-11,-1.0404455075274655e-11,4.50715853528294e-14,-8.184975364144975e-09,-6.17637780919722e-08,7.849788370824175e-16,3.166304024526667e-14,1.2035903017306956e-15,2.557963606555913e-14,0.0,-6.368711892533793e-06
