PCRGlobWB: Sonoran Desert,PCRGlobWB: Station 1,PCRGlobWB: Station 2,PCRGlobWB: Station 3,PCRGlobWB: Station 4,PCRGlobWB: Station 5,PCRGlobWB: Station 6,PCRGlobWB: Station 7,PCRGlobWB: Station 8,PCRGlobWB: Station 9,PCRGlobWB: Station 10,PCRGlobWB: Station 11,Groundwater Recharge
,-8.188796862818037e-12,-3.831771705486986e-11,-9.443496332139922e-12,6.169977723180509e-14,4.58325495882473e-14,3.74342646724396e-13,9.42884254356781e-16,3.9919456629178285e-14,1.617120892184428e-15,1.0345362262166591e-13,0.0,-4.2371777587876313e-07
,-8.119826859498414e-12,-3.8296220361555555e-11,-9.426623544250834e-12,6.502350741177665e-14,4.0704297029313385e-14,4.1257920474144227e-13,9.370616439982366e-16,4.158999533654395e-14,1.600121682086863e-15,1.094612749508346e-13,0.0,-4.2256066215853763e-07
,-8.174619835210617e-12,-3.8273242214392766e-11,-9.44019862281209e-12,6.46453376940137e-14,3.310465982830739e-14,4.1677826554537e-13,9.29867052023377e-16,4.142476292545716e-14,1.5770328344941317e-15,1.0918941803234744e-13,0.0,-0.0004105315039488412
,-8.104432923372595e-12,-3.824970548627071e-11,-9.422991033292138e-12,6.463319462968187e-14,3.2209376496245695e-14,4.1702822835623654e-13,9.244822518194445e-16,4.1460324756714684e-14,1.562382446759303e-15,1.0913112861304919e-13,0.0,-0.0004104640382294567
,-8.082604897874379e-12,-3.8225235476918584e-11,-9.415012172664383e-12,6.424027976237312e-14,2.6805982225055168e-14,-5.3494421337063613e-08,9.175359463772488e-16,4.1260397876108357e-14,1.5404429169968772e-15,1.0885076748377159e-13,0.0,-0.00041039746008765987
,-8.026064188260129e-12,-3.8201365681889143e-11,-9.399035369450637e-12,6.421686099544743e-14,2.7525736613523248e-14,-5.347680698264412e-08,9.123956210577177e-16,4.121095825704302e-14,1.5270721842871129e-15,1.0880226298908002e-13,0.0,-0.0004103071834517854
,-8.007508718599343e-12,-3.817717669774012e-11,-9.391387841006793e-12,6.395318302709896e-14,2.343352393369396e-14,-5.345838616221954e-08,9.057476829711923e-16,4.106437412332298e-14,1.5064414263073135e-15,1.0867165728487699e-13,0.0,-0.0004656799837533688
,-7.921961697743285e-12,-3.815447957578044e-11,-9.364718202287126e-12,6.449094730465177e-14,3.2015084078804504e-14,-5.344189446532255e-08,9.034449180249631e-16,4.133715938992033e-14,1.5067466758056803e-15,1.0887799451082814e-13,0.0,-0.0004655979688534105
,-7.839442636714544e-12,-3.813236532090869e-11,-9.330745377733596e-12,6.450482509245958e-14,4.140303483629419e-14,-5.342553777154535e-08,9.029688855086062e-16,4.129769443084186e-14,1.5152595686838228e-15,1.0885501620103502e-13,0.0,-0.0004655222930325854
,-7.796716397501235e-12,-3.8109269212549535e-11,-9.303594353249345e-12,6.4174360270286e-14,4.359067360543145e-14,-5.34082182923612e-08,9.011350591778006e-16,4.11524113397288e-14,1.5165025895339185e-15,1.0867335812703507e-13,0.0,-0.00046546581020633033
,-7.753132337529056e-12,-3.808665188786975e-11,-9.265439110395235e-12,6.441028266301885e-14,5.009836336468225e-14,-5.339171593732317e-08,9.019424933347708e-16,4.125996419523936e-14,1.52934784417903e-15,1.0871802725654148e-13,0.0,-0.00046551639561424044
,-7.734972384820793e-12,-3.806447518295286e-11,-9.242121824792893e-12,6.431487287184012e-14,4.9014293329336517e-14,-5.337497199775498e-08,9.003376835370791e-16,4.1187973170986325e-14,1.5300511991626063e-15,1.0860528378313014e-13,0.0,-0.00046639063380339156
,-7.713719420154863e-12,-3.8042478889277476e-11,-9.212196110108817e-12,6.438859861956914e-14,5.602053312881404e-14,-5.335857622412732e-08,9.028796294117893e-16,4.124435168395557e-14,1.5487188524080254e-15,1.0863846714587178e-13,0.0,-0.00046602127934604115
,-7.703331895980714e-12,-3.802507961281343e-11,-9.194694484959687e-12,6.605133107129291e-14,5.906699554383138e-14,-5.334780084353952e-08,9.0536238885931e-16,4.2054901228105734e-14,1.5648266662077236e-15,1.0953572575876647e-13,0.0,-0.00046714840220208275
,-7.69807741857198e-12,-3.8019531967137254e-11,-9.184309562870752e-12,6.592556361928459e-14,6.037924609077205e-14,-5.3337142702503115e-08,9.076068144112971e-16,4.1989849097756604e-14,1.5784489677028225e-15,1.0946680438191428e-13,0.0,-0.0004669941978241382
,-7.695271503349588e-12,-3.824724911782873e-11,-9.178047211122475e-12,6.592643098102258e-14,-7.218215358761881e-09,-5.332644548161625e-08,9.096314349134717e-16,4.1977706033424766e-14,1.5899398166652743e-15,1.0933363725007875e-13,0.0,-0.00046770222308314746
,-7.812709680588004e-12,-4.284377019825314e-11,-9.277161504284148e-12,6.626643678231403e-14,-7.217240138857051e-09,-5.332543295821779e-08,9.115304827812159e-16,4.210173876195711e-14,1.5997621166007536e-15,1.0956763518395543e-13,0.0,-0.00046757705401146007
,-7.814507721470854e-12,-4.282584703529935e-11,-9.276139752156798e-12,6.670879126868812e-14,-7.216424346978556e-09,-5.331692065624338e-08,9.048487692559187e-16,4.234460004859386e-14,1.5760225359462941e-15,3.126820769536534e-14,0.0,-0.00046682313863647345
,-7.812524932537812e-12,-4.2770367109090657e-11,-9.274402426595607e-12,6.640868410734413e-14,-7.215326558451807e-09,-5.330748109599881e-08,9.013296649974323e-16,4.217286242447216e-14,1.5649762734020324e-15,2.963281069091536e-14,0.0,-0.00046664844729121536
,-7.809686924931114e-12,-4.271474840500389e-11,-9.271800341381642e-12,6.617276171461128e-14,-7.214748798389792e-09,-5.329506791440508e-08,9.075046410620346e-16,4.2054901228105734e-14,1.5852748885873897e-15,1.0904179035403638e-13,0.0,-0.0004665172099112352
,-7.807690258210265e-12,-4.269621461938655e-11,-9.269821021895552e-12,6.590301221409689e-14,-7.213772690306541e-09,-5.3305537761616506e-08,9.203083910927306e-16,4.190571500917173e-14,1.6155465755728375e-15,1.0922430223724716e-13,0.0,-0.0004659273442939356
,-7.843429031262339e-12,-4.4768834472908026e-11,-9.305487803923373e-12,6.57304072282372e-14,-7.212571873083107e-09,-5.333021846354313e-08,9.209476892096708e-16,4.180076423887513e-14,1.6202250561778782e-15,1.0908858723030629e-13,0.0,-0.00046577104298350166
,-7.843264232532121e-12,-4.535240238912053e-11,-9.303837214535982e-12,6.560463977622888e-14,-7.2116130844790405e-09,-5.3408495404028145e-08,9.216742317201781e-16,4.1737013151132984e-14,1.6248269861803108e-15,3.048964889156708e-14,0.0,-0.0004656628094281664
,-7.841494814586625e-12,-4.524077640288837e-11,-9.302413006562205e-12,6.594117613056838e-14,-7.210631647325272e-09,-5.338149122735558e-08,9.22355881484481e-16,4.194301156390523e-14,1.6287295846056666e-15,5.821478553120346e-14,0.0,-0.0004652257632632718
,-7.839329879688606e-12,-4.513342130585407e-11,-9.301033034037065e-12,6.623434439800846e-14,-7.209852270761985e-09,-5.3361013385710976e-08,9.276855186677235e-16,4.2074416867210473e-14,1.6403823227401624e-15,7.082698414307559e-14,0.0,-0.0004650933562833684
,-7.837455510972813e-12,-4.502832481878549e-11,-9.29966433721452e-12,6.598714630268177e-14,-7.212373809295514e-09,-5.3401031152588985e-08,9.344950282889376e-16,4.195515462823707e-14,1.6534418767209292e-15,1.0018282861276595e-13,0.0,-0.0004649924828956795
,-7.835720787496836e-12,-4.492421365465127e-11,-9.298412734226602e-12,6.535050278699828e-14,-7.211701458231801e-09,-5.352126564162063e-08,9.376880248627311e-16,4.162078667824254e-14,1.6590190592830067e-15,5.0010156741686976e-14,0.0,-0.0004646696773661552
,-7.83411096411113e-12,-4.482251375614865e-11,-9.297062252000554e-12,6.545198411034292e-14,-7.220522846296262e-09,-5.3651334042115195e-08,9.368422624648977e-16,4.169321138336457e-14,1.6571062471298697e-15,2.929245930018143e-14,0.0,-0.0004645954256073222
