PCRGlobWB: Sonoran Desert,PCRGlobWB: Station 1,PCRGlobWB: Station 2,PCRGlobWB: Station 3,PCRGlobWB: Station 4,PCRGlobWB: Station 5,PCRGlobWB: Station 6,PCRGlobWB: Station 7,PCRGlobWB: Station 8,PCRGlobWB: Station 9,PCRGlobWB: Station 10,PCRGlobWB: Station 11,Groundwater Recharge
,-8.188796862818037e-12,-3.831771705486986e-11,-9.443496332139922e-12,6.169977723180509e-14,4.58325495882473e-14,3.74342646724396e-13,9.42884254356781e-16,3.9919456629178285e-14,1.617120892184428e-15,1.0345362262166591e-13,0.0,-5.029291108353272e-09
,-8.316680677467048e-12,-4.493391075888198e-11,-9.614755172582257e-12,6.670705654521214e-14,3.9886503659398304e-14,4.1289224101369315e-13,9.369226247157685e-16,4.2457357074532354e-14,1.599009210189763e-15,1.1041256071323696e-13,0.0,-5.653677723462755e-09
,-8.378919953699882e-12,-4.61071181234729e-11,-9.628445610254666e-12,6.632368265702127e-14,-7.246963917850735e-09,-5.354593568540622e-08,9.297446557624987e-16,4.181681043102792e-14,1.5752580887113971e-15,3.142221522583512e-14,0.0,-5.532442910839393e-06
,-8.360076519942083e-12,-4.598539951605751e-11,-9.620303685620168e-12,6.604612690086498e-14,-7.241697463911123e-09,-5.353850696110385e-08,9.227241290582998e-16,4.1661118999059e-14,1.5521764408987174e-15,2.993104760351181e-14,0.0,-5.5312754628675015e-06
,-8.354365810259168e-12,-4.715817666922639e-11,-9.616863728967306e-12,6.632715210397322e-14,-7.240864796642654e-09,-5.3624702900378907e-08,9.158769264709329e-16,4.179729479192318e-14,1.5297508201036862e-15,3.003230192202659e-14,0.0,-5.539141500077587e-06
,-8.336514638329628e-12,-4.76935366200415e-11,-9.609014105238511e-12,6.584663370112764e-14,-7.240040122979963e-09,-5.380714540592635e-08,9.091782722866907e-16,4.14963202688412e-14,1.5079536977555177e-15,2.9962103219489944e-14,0.0,-5.555698624734615e-06
,-8.31921510846545e-12,-4.748966844769775e-11,-9.60130933091996e-12,6.488386217196052e-14,-7.239157717719991e-09,-5.373333777924927e-08,9.025863442538025e-16,4.0550028612695854e-14,1.4867321342950084e-15,2.968173870208056e-14,0.0,-5.5488880168098525e-06
,-8.30245941441099e-12,-4.7295941468794567e-11,-9.59375547754382e-12,6.502610949699061e-14,-7.238252663910316e-09,-5.366028688058577e-08,8.961306826463038e-16,4.078898677151166e-14,1.4660866591177505e-15,2.970811530805806e-14,0.0,-5.542144892311629e-06
,-8.286254495060152e-12,-4.711218914987825e-11,-9.586366422897896e-12,6.526116452798547e-14,-7.237361820955357e-09,-5.358944576983049e-08,8.898196519145488e-16,4.080243087845048e-14,1.4460250013993876e-15,2.9803413290887745e-14,0.0,-5.535604927090939e-06
,-8.270524022579995e-12,-4.6935910019696436e-11,-9.579102268342243e-12,6.50269768587286e-14,-7.236386601050526e-09,-5.3513581121933385e-08,8.836165649440096e-16,4.0665821404717306e-14,1.4264710340537853e-15,2.971534896942761e-14,0.0,-5.528601412823609e-06
,-8.255251517097495e-12,-4.6766149980337346e-11,-9.571940462471673e-12,6.467049118441537e-14,-7.235287924345357e-09,-5.3481443273994955e-08,8.775095632734245e-16,4.0433368458936414e-14,1.4073886523015668e-15,2.955580861974637e-14,0.0,-5.525562508703067e-06
,-8.240446519591771e-12,-4.660308944304248e-11,-9.564909628223539e-12,6.468610369569916e-14,-7.2341466150760425e-09,-5.3472088978878674e-08,8.715175992649884e-16,4.041558754330765e-14,1.388810361032083e-15,2.9558786787588914e-14,0.0,-5.524591556249054e-06
,-8.22610122380718e-12,-4.644666942721365e-11,-9.55801063295958e-12,6.470778773914887e-14,-7.232955123726015e-09,-5.346239362324923e-08,8.656418905285629e-16,4.0408648649403744e-14,1.370717949036968e-15,2.9529855530242496e-14,0.0,-5.523585695055224e-06
,-8.212233844340222e-12,-4.6297236877546055e-11,-9.551280773234527e-12,6.524902146365363e-14,-7.231849785682698e-09,-5.345346920648808e-08,8.599153654699726e-16,4.079419094193959e-14,1.3531772731278707e-15,2.9713644739137735e-14,0.0,-5.522658343065102e-06
,-8.198813156168328e-12,-4.6154059740732833e-11,-9.544711375431003e-12,6.537565627739994e-14,-7.230779974776169e-09,-5.344442755017553e-08,8.543136189524247e-16,4.080633400627143e-14,1.3361454522618364e-15,2.974129867079969e-14,0.0,-5.521724272316001e-06
,-8.178976593220533e-12,-4.6015132676435755e-11,-9.536405519428026e-12,6.510417205340957e-14,-7.229608467440585e-09,-5.343436271232349e-08,8.493203597283606e-16,4.060510608305812e-14,1.322326745002093e-15,2.955155312621936e-14,0.0,-5.520687660188617e-06
,-8.138190642215104e-12,-4.595469144108577e-11,-9.52200644721568e-12,6.537218683044799e-14,-7.228498688505169e-09,-5.3424606960561505e-08,8.462899934804399e-16,4.0786384686297694e-14,1.3188182286554473e-15,2.962898210199377e-14,0.0,-5.519689325903214e-06
,-8.065702619686199e-12,-4.582327225999272e-11,-9.501373646192413e-12,6.560637449970486e-14,-7.240162691601881e-09,-5.3415131873180144e-08,8.469023983013048e-16,4.097980635386911e-14,1.3343514364795518e-15,2.963706618444237e-14,0.0,-5.519867864437003e-06
,-8.04592850678354e-12,-4.569546477317665e-11,-9.49309641312679e-12,6.55656084980194e-14,-7.238288635136314e-09,-5.340524111829836e-08,8.429947706178247e-16,4.0997153588628876e-14,1.3253428175690287e-15,1.0935831640202995e-13,0.0,-5.518776923064699e-06
,-8.034960717606676e-12,-4.557075897193563e-11,-9.489148182495466e-12,6.537045210697201e-14,-7.2494712455295485e-09,-5.35158406478331e-08,8.381120491933773e-16,4.0908249010485065e-14,1.3111872029545149e-15,3.08929687115999e-14,0.0,-5.529842494569601e-06
,-8.019136570058816e-12,-4.545095549923772e-11,-9.479628020059305e-12,6.571305999347743e-14,-7.247106914576307e-09,-5.3504127350834096e-08,8.342117801086264e-16,4.115761551015673e-14,1.3019394031155108e-15,2.9551126221613946e-14,0.0,-5.528549584322441e-06
,-8.03337257826442e-12,-4.7611373177325333e-11,-9.505124118347474e-12,6.54832091329105e-14,-7.249583156010431e-09,-5.348672260652165e-08,8.327177198687882e-16,4.097503586431017e-14,1.3050808365586402e-15,4.266066531066412e-14,0.0,-5.52739130688156e-06
,-8.070676939253563e-12,-4.977517703563805e-11,-9.543779828924404e-12,6.57000495674076e-14,-7.253515565963653e-09,-5.419324367039735e-08,8.277286958094604e-16,4.111207901891234e-14,1.2894369850558005e-15,3.012462173701373e-14,0.0,-5.592182710568074e-06
,-8.062987777446295e-12,-4.950328341690735e-11,-9.537656255054205e-12,6.343536806951988e-14,-7.252047407035889e-09,-5.4117496262051645e-08,8.22828027874443e-16,3.885303537232154e-14,1.2742016151917742e-15,2.895380875160558e-14,0.0,-5.5851376597541e-06
,-8.052149225168392e-12,-4.919496060518114e-11,-9.529238509387028e-12,6.290541004760897e-14,-7.2499033443307326e-09,-5.402822012001707e-08,8.1877439288668e-16,3.843453333374214e-14,1.2633482644012497e-15,2.871896378478164e-14,0.0,-5.576797061059792e-06
,-8.044945785934399e-12,-4.8889520903872e-11,-9.523361266250419e-12,6.260183343931303e-14,-7.261014012271971e-09,-5.393293633915164e-08,8.139998799212443e-16,3.817996266364254e-14,-3.584034111159262e-11,2.8603669048133176e-14,0.0,-5.572374392820566e-06
,-8.026570727515114e-12,-4.8604127667051245e-11,-9.508602238916808e-12,6.144650760431247e-14,-7.256065082117402e-09,-5.381953016581065e-08,8.122511274620786e-16,3.718466506930085e-14,-3.583250710037511e-11,2.8188439944861962e-14,0.0,-5.561585402163469e-06
,-8.011471694380212e-12,-4.833939845627633e-11,-9.50973067653793e-12,6.221238801895623e-14,-7.264552515096057e-09,-5.37136912726055e-08,8.102346596520213e-16,3.773804185813745e-14,-3.582505125887536e-11,2.848710037393204e-14,0.0,-5.552709108365702e-06
,-8.002739963763883e-12,-4.809292547536259e-11,-9.52282610405808e-12,6.287765447199334e-14,-7.274189695039013e-09,-5.362219823723535e-08,8.066111056432266e-16,3.8315704775637727e-14,-3.581795970930557e-11,2.877554897379002e-14,0.0,-5.54524487345523e-06
,-7.99710558191391e-12,-4.78610935605861e-11,-9.538580862666901e-12,6.323500750804456e-14,-7.284750580538457e-09,-5.352629273147613e-08,8.020608446505765e-16,3.850522331538819e-14,-3.5810899384758343e-11,2.8913391727494395e-14,0.0,-5.537465412338283e-06
,-7.987493479133523e-12,-4.764312555582961e-11,-9.527672054088221e-12,6.364787169532704e-14,-7.27979498904574e-09,-5.3444601633145794e-08,7.992941174074888e-16,3.876066134722578e-14,-3.5804026410346523e-11,3.8558989578748107e-14,0.0,-5.529565197534017e-06
,-7.98026835585608e-12,-4.7435579769716796e-11,-9.540689419051951e-12,6.325235474280433e-14,-7.288850412123793e-09,-5.357780352710506e-08,7.957645311162801e-16,3.842455867375527e-14,-3.579657750774068e-11,2.913759796050082e-14,0.0,-5.542479585818665e-06
,-7.975230718881843e-12,-4.723739455148035e-11,-9.534471302752312e-12,6.326796725408812e-14,-7.29893034900897e-09,-5.3562629886982904e-08,7.913772710264172e-16,3.838726211902177e-14,-3.578856655472862e-11,2.895168100484208e-14,0.0,-5.5419967728029154e-06
,-7.969240718719295e-12,-4.705134545868184e-11,-9.526821172223254e-12,6.411104286341285e-14,-7.295125836748184e-09,-5.352938714509037e-08,7.877242826227055e-16,3.908982512679238e-14,-3.578144724958321e-11,4.8364974812630315e-14,0.0,-5.538608134806425e-06
,-7.961256653921112e-12,-4.687410182224738e-11,-9.516023385947037e-12,6.436778193785742e-14,-7.289237213825572e-09,-5.3662468246784556e-08,7.853754602599693e-16,3.9289752007398704e-14,-3.577445631397502e-11,2.969279756423991e-14,0.0,-5.550154287552659e-06
,-7.956861731994724e-12,-4.6705663642176987e-11,-9.516721612146117e-12,6.466702173746341e-14,-7.299485016432072e-09,-5.3647394082645405e-08,7.812721679656734e-16,3.952654176186954e-14,-3.576777762859251e-11,2.940732713222448e-14,0.0,-5.549699249229963e-06
,-7.952611659478581e-12,-4.6545541726450423e-11,-9.511159221320398e-12,6.523948048453576e-14,-7.2969106312825716e-09,-5.363342481246036e-08,7.772878838004668e-16,3.999968758994221e-14,-3.5761674871404026e-11,2.956942213327464e-14,0.0,-5.548179167758499e-06
,-7.948411893943241e-12,-4.639007580853338e-11,-9.505653209007647e-12,6.489080106586442e-14,-7.294223891562979e-09,-5.361837907003064e-08,7.733433043046628e-16,3.973817802593871e-14,-3.575484699980258e-11,2.93711656016403e-14,0.0,-5.546551561456083e-06
,-7.944278047899989e-12,-4.6239765488786944e-11,-9.50021918771915e-12,6.443717087689649e-14,-7.291418135935146e-09,-5.3601990401830335e-08,7.69440441181511e-16,3.931186973171741e-14,-3.574727666655342e-11,2.90903741796255e-14,0.0,-5.544791497118292e-06
