PCRGlobWB: Sonoran Desert,PCRGlobWB: Station 1,PCRGlobWB: Station 2,PCRGlobWB: Station 3,PCRGlobWB: Station 4,PCRGlobWB: Station 5,PCRGlobWB: Station 6,PCRGlobWB: Station 7,PCRGlobWB: Station 8,PCRGlobWB: Station 9,PCRGlobWB: Station 10,PCRGlobWB: Station 11,Groundwater Recharge
,-8.188796862818037e-12,-3.831771705486986e-11,-9.443496332139922e-12,6.169977723180509e-14,4.58325495882473e-14,3.74342646724396e-13,9.42884254356781e-16,3.9919456629178285e-14,1.617120892184428e-15,1.0345362262166591e-13,0.0,-5.029291108353272e-09
,-8.126531565733064e-12,-3.830239250768308e-11,-9.428102396014104e-12,6.746686542768998e-14,4.0169768417619087e-14,4.1300125754213657e-13,9.371063249862042e-16,4.283032262186737e-14,1.5996272266039033e-15,1.1082778981650818e-13,0.0,-5.016381248368439e-09
,-8.188573083489636e-12,-3.828656489068827e-11,-9.443397452901792e-12,6.729165835661632e-14,3.200633253439347e-14,-5.3547527301134323e-08,9.299335441097364e-16,4.276223472543528e-14,1.575863717268684e-15,1.1073164141259945e-13,0.0,-4.87301732171792e-06
,-8.163871488553465e-12,-3.8270362573422645e-11,-9.435324049844596e-12,6.695772408749079e-14,2.6639314940155728e-14,-5.353867749136043e-08,9.23163527399688e-16,4.255189950397309e-14,1.5540129142074832e-15,1.1052913277556989e-13,0.0,-4.872208899474955e-06
,-8.101501240698195e-12,-3.8278179237405396e-11,-9.419872000482332e-12,6.700456162134216e-14,2.7032995525248793e-14,-5.353239274086263e-08,9.180116612562505e-16,4.259656863347949e-14,1.5398643934939026e-15,1.1054402022665083e-13,0.0,-4.871631150665378e-06
,-8.080027966150816e-12,-3.848714402732156e-11,-9.41221926786806e-12,6.69568567257528e-14,-7.239667088043689e-09,-5.352312726358832e-08,9.115357767371362e-16,4.2557537355270014e-14,1.5192596817772313e-15,1.1047850053411482e-13,0.0,-5.528959210836661e-06
,-8.059460217257897e-12,-3.8583830574978606e-11,-9.404692302705797e-12,6.719885065065156e-14,-7.238747823379299e-09,-5.351670040454337e-08,9.052316281480777e-16,4.269414682900319e-14,1.4993855359775668e-15,1.1060060202752742e-13,0.0,-5.528297573890995e-06
,-8.020042095713276e-12,-3.856678518210366e-11,-9.392505002925322e-12,6.718497286284375e-14,-7.237867194476166e-09,-5.3508308894834045e-08,9.001461482118812e-16,4.26859068924923e-14,1.4853994338316222e-15,1.1057847752694513e-13,0.0,-5.527448416971644e-06
,-7.995578157893313e-12,-3.8549143044352974e-11,-9.383495716552837e-12,6.702711302652986e-14,-7.236926613529704e-09,-5.35007913526897e-08,8.945315903210061e-16,4.2620421081274174e-14,1.4687363899349988e-15,1.1046191224087579e-13,0.0,-5.526674882765807e-06
,-7.978921343076983e-12,-3.853165703171513e-11,-9.376458810772537e-12,6.716242145765605e-14,-7.2360362146639545e-09,-5.3512515307829744e-08,8.886656754030333e-16,4.2688508977706263e-14,1.4506745770051033e-15,1.1053849079557115e-13,0.0,-5.527655984628889e-06
