PCRGlobWB: Sonoran Desert,PCRGlobWB: Station 1,PCRGlobWB: Station 2,PCRGlobWB: Station 3,PCRGlobWB: Station 4,PCRGlobWB: Station 5,PCRGlobWB: Station 6,PCRGlobWB: Station 7,PCRGlobWB: Station 8,PCRGlobWB: Station 9,PCRGlobWB: Station 10,PCRGlobWB: Station 11,Groundwater Recharge
,-8.188796862818037e-12,-3.831771705486986e-11,-9.443496332139922e-12,6.169977723180509e-14,4.58325495882473e-14,3.74342646724396e-13,9.42884254356781e-16,3.9919456629178285e-14,1.617120892184428e-15,1.0345362262166591e-13,0.0,-4.2371777587876313e-07
,-8.119969106823444e-12,-3.830059880360892e-11,-9.426769261022816e-12,6.686318165805005e-14,4.072165781660031e-14,4.128968217678719e-13,9.37252544048724e-16,4.2548430057021136e-14,1.6004717184523159e-15,1.1049381488980117e-13,0.0,-4.2256181493904826e-07
,-8.174945095862363e-12,-3.8283255038296105e-11,-9.440529087634264e-12,6.678598646336908e-14,3.313933735716798e-14,-5.354381471533998e-08,9.302873921234519e-16,4.250853141707367e-14,1.5778021521684754e-15,1.1044957266490019e-13,0.0,-0.00041052312190627136
,-8.158286546322557e-12,-3.826649760951817e-11,-9.433991782215045e-12,6.700716370655613e-14,2.668762461726943e-14,-5.353517806838681e-08,9.232262078377848e-16,4.261695163432222e-14,1.5545832850183405e-15,1.1053040671312256e-13,0.0,-0.0004104567135389148
,-8.103739901343943e-12,-3.824921976369744e-11,-9.420048942276882e-12,6.684930387024224e-14,2.619093974359256e-14,-5.352688958737417e-08,9.17764751152126e-16,4.254149116311723e-14,1.5389794558222586e-15,1.104478718227421e-13,0.0,-0.0004103925807942168
,-8.067406118139608e-12,-3.823068250863315e-11,-9.409141868421678e-12,6.628465137881179e-14,-7.2389743088763225e-09,-5.351575893541849e-08,9.11854578762659e-16,4.2259598598271e-14,1.5213422181571744e-15,1.1011687845200943e-13,0.0,-0.0004657509984367416
,-8.081928355718748e-12,-4.040599799193245e-11,-9.409112378122586e-12,6.566362037441209e-14,-7.237542121174556e-09,-5.350372234147471e-08,9.050536453500358e-16,4.193867475521529e-14,1.4994271464711007e-15,1.0972972340874201e-13,0.0,-0.00046566462215370715
,-8.034642395848834e-12,-4.061095210117216e-11,-9.394783562211018e-12,6.609383179645434e-14,-7.236180987746366e-09,-5.349224352357851e-08,9.002619799674183e-16,4.210694293238504e-14,1.487303352138813e-15,1.0978418423911868e-13,0.0,-0.00046556737277685806
,-8.004490299751144e-12,-4.057715621841318e-11,-9.383875620994075e-12,6.556127168932946e-14,-7.23468795982285e-09,-5.347947151790322e-08,8.948972967959832e-16,4.184586704925053e-14,1.4723332094663958e-15,1.0949105662926006e-13,0.0,-0.00046545755073877426
,-8.019551168969574e-12,-4.250391011373367e-11,-9.392605616886929e-12,6.57078558230495e-14,-7.233288190633402e-09,-5.3467314131694366e-08,8.88455822990351e-16,4.191915911611055e-14,1.4518143657147524e-15,1.0952253914984361e-13,0.0,-0.0004653686529340645
,-7.9801044244876e-12,-4.24543282473433e-11,-9.377890825001955e-12,6.709650196556893e-14,-7.232296539427807e-09,-5.3459679349998623e-08,8.845736592348477e-16,4.261912003866719e-14,1.4436292745871973e-15,3.142051438367703e-14,0.0,-0.00046530237000619974
,-7.962117076765196e-12,-4.439627485086639e-11,-9.405641196447156e-12,6.68519059554562e-14,-7.231376386584998e-09,-5.345097520148556e-08,8.81607296914004e-16,4.249638835274183e-14,1.4398716246749404e-15,1.0977907493638084e-13,0.0,-0.0004652430076381991
,-7.987180361546109e-12,-4.7630593913439156e-11,-9.408297925450615e-12,6.70392560908617e-14,-7.230514853517889e-09,-5.354864285322947e-08,8.782513523769824e-16,4.2545394290938177e-14,1.4338071864099548e-15,3.1486034076213046e-14,0.0,-0.0004660100366709321
,-7.979134714064529e-12,-4.759966379386249e-11,-9.401990470891963e-12,6.566448773615008e-14,-7.230944287783814e-09,-5.349262366394214e-08,8.728794694254957e-16,4.200806369425436e-14,1.4174357336054237e-15,2.987659016126694e-14,0.0,-0.0004655839499936493
