filename;ncols;nrows;cellsize_deg;west;east;south;north
aral_basin_05min.map;324;216;0,0833333333333;-180,0;-153,0000000000108;72,0000000000072;90,0
aral_basin_ad_sd_rivers_05min_clone.map;252;180;0,0833333333333;-180,0;-159,0000000000084;75,000000000006;90,0
aral_basin_ad_sd_rivers_05min_mask.map;252;180;0,0833333333333;-180,0;-159,0000000000084;75,000000000006;90,0
aral_basin_ad_sd_rivers_buffer_05min_mask.map;252;180;0,0833333333333;-180,0;-159,0000000000084;75,000000000006;90,0
aral_basin_ad_sd_rivers_edge_05min_mask.map;252;180;0,0833333333333;-180,0;-159,0000000000084;75,000000000006;90,0
