,Corrected
2030-12-31,9888.011047989494
2031-12-31,13478.19470880369
2032-12-31,7642.655455893351
2033-12-31,6988.480711097115
2034-12-31,12374.001291606828
2035-12-31,8217.852566483003
2036-12-31,11347.744926388961
2037-12-31,13281.272125823338
2038-12-31,11202.54157816707
2039-12-31,14988.503027579902
2040-12-31,13446.90890124329
2041-12-31,8160.561376265641
2042-12-31,8659.2142951487
2043-12-31,8941.036019735131
2044-12-31,14924.221072342532
2045-12-31,11628.820537049045
2046-12-31,8271.811615246535
2047-12-31,8349.683085158931
2048-12-31,9830.21785038278
2049-12-31,10436.757562009709
2050-12-31,10558.938391511721
2051-12-31,8100.579066667627
2052-12-31,3730.2093660156697
2053-12-31,7019.884127666733
2054-12-31,6270.370447072596
2055-12-31,8147.7160782749515
2056-12-31,7230.588038674468
2057-12-31,10887.025703248088
2058-12-31,6725.181606685689
2059-12-31,6592.196016415565
2060-12-31,8006.816236596128
2061-12-31,14706.76611858164
2062-12-31,9561.25595234622
2063-12-31,6339.373807549243
2064-12-31,4326.5427632474175
2065-12-31,9408.397489107936
2066-12-31,8733.433950489098
2067-12-31,10401.285862701965
2068-12-31,7898.79985603071
2069-12-31,6426.242270892083
2070-12-31,7246.17850062514
2071-12-31,10725.579279917018
2072-12-31,7343.866329406431
2073-12-31,4725.669212175868
2074-12-31,9743.911433276624
2075-12-31,9663.420975007088
2076-12-31,12519.151458990085
2077-12-31,11678.34792017433
2078-12-31,8185.325281461163
2079-12-31,6372.0463816205
2080-12-31,6692.503641151425
2081-12-31,5644.794023522937
2082-12-31,6335.4813066091165
2083-12-31,8396.097077513028
2084-12-31,7305.584213954464
2085-12-31,7822.472288520746
2086-12-31,7264.288445214102
2087-12-31,6629.027143354745
2088-12-31,7936.278891362762
2089-12-31,9134.708703680522
2090-12-31,5580.036594151711
2091-12-31,6288.909036631292
2092-12-31,6441.986949371174
2093-12-31,8171.986359000803
2094-12-31,4767.927231120626
2095-12-31,6085.55948095709
2096-12-31,6169.422702373056
2097-12-31,4658.394410820952
2098-12-31,5212.5595472753175
2099-12-31,8267.600844759972
