,Corrected
2030-12-31,6569.516976067254
2031-12-31,3057.048998465683
2032-12-31,11615.361286504269
2033-12-31,15804.161615510731
2034-12-31,8008.13233399779
2035-12-31,6196.962672502159
2036-12-31,6371.91942714349
2037-12-31,6998.696327776784
2038-12-31,8012.878111734402
2039-12-31,7464.937883986015
2040-12-31,11337.545586185306
2041-12-31,8615.467692107073
2042-12-31,12593.329402432018
2043-12-31,9325.403329309423
2044-12-31,9082.380146393802
2045-12-31,8743.748920236825
2046-12-31,8481.380823884349
2047-12-31,9379.425569762683
2048-12-31,6588.96112891142
2049-12-31,5733.881364689129
2050-12-31,4954.886774191431
2051-12-31,7933.067874443862
2052-12-31,10309.2512072483
2053-12-31,12515.706657443883
2054-12-31,8630.417015727593
2055-12-31,4541.61576616623
2056-12-31,5449.949633874521
2057-12-31,8658.068140860612
2058-12-31,6864.749256695098
2059-12-31,7075.021586784978
2060-12-31,7929.483693032549
2061-12-31,7899.157024569787
2062-12-31,8663.31191449726
2063-12-31,10774.304775218734
2064-12-31,9489.417977923073
2065-12-31,9987.331802374129
2066-12-31,7593.645537367337
2067-12-31,10899.966571089519
2068-12-31,12235.103473371488
2069-12-31,5461.679686978042
2070-12-31,6227.640242017681
2071-12-31,5993.095188421435
2072-12-31,12825.328869480276
2073-12-31,8841.673504730301
2074-12-31,13814.51037512787
2075-12-31,14899.108343569062
2076-12-31,12584.238980446204
2077-12-31,11245.829232573555
2078-12-31,10831.99693843929
2079-12-31,8055.201065742016
2080-12-31,6869.840278779201
2081-12-31,7040.829703315163
2082-12-31,12695.375028246464
2083-12-31,5223.724797356195
2084-12-31,5930.520037238117
2085-12-31,7231.330788632922
2086-12-31,8902.082358951533
2087-12-31,10437.528929352688
2088-12-31,13022.167825015033
2089-12-31,11266.986808795646
2090-12-31,13913.050416663084
2091-12-31,7024.5915663781525
2092-12-31,4273.556185944062
2093-12-31,7382.441051933775
2094-12-31,6019.9373722130995
2095-12-31,7954.091383915226
2096-12-31,6276.281999818631
2097-12-31,3754.0009382005474
2098-12-31,4086.4396887119383
2099-12-31,3663.358442357521
